Amount Effective from January to March 2020/Montant en vigueur en janvier à mars 2020,,,
Yearly Income (excluding OAS Pension and GIS) From,Yearly Income (excluding OAS Pension and GIS) To,Monthly GIS with Maximum OAS Pension ($),Combined Monthly OAS Pension and GIS ($)
Revenu annuel (sauf la pension de la SV et le SRG) De,Revenu annuel (sauf la pension de la SV et le SRG) ·,SRG mensuel pour montant maximal de la pension de la SV ($),Total mensuel de la pension de la SV et du SRG ($)
"9,240.00","9,263.99",389.44,1002.97
"9,264.00","9,287.99",388.44,1001.97
"9,288.00","9,311.99",387.44,1000.97
"9,312.00","9,335.99",386.44,999.97
"9,336.00","9,359.99",385.44,998.97
"9,360.00","9,383.99",384.44,997.97
"9,384.00","9,407.99",383.44,996.97
"9,408.00","9,431.99",382.44,995.97
"9,432.00","9,455.99",381.44,994.97
"9,456.00","9,479.99",380.44,993.97
"9,480.00","9,503.99",379.44,992.97
"9,504.00","9,527.99",378.44,991.97
"9,528.00","9,551.99",377.44,990.97
"9,552.00","9,575.99",376.44,989.97
"9,576.00","9,599.99",375.44,988.97
"9,600.00","9,623.99",374.44,987.97
"9,624.00","9,647.99",373.44,986.97
"9,648.00","9,671.99",372.44,985.97
"9,672.00","9,695.99",371.44,984.97
"9,696.00","9,719.99",370.44,983.97
"9,720.00","9,743.99",369.44,982.97
"9,744.00","9,767.99",368.44,981.97
"9,768.00","9,791.99",367.44,980.97
"9,792.00","9,815.99",366.44,979.97
"9,816.00","9,839.99",365.44,978.97
"9,840.00","9,863.99",364.44,977.97
"9,864.00","9,887.99",363.44,976.97
"9,888.00","9,911.99",362.44,975.97
"9,912.00","9,935.99",361.44,974.97
"9,936.00","9,959.99",360.44,973.97
"9,960.00","9,983.99",359.44,972.97
"9,984.00","10,007.99",358.44,971.97
"10,008.00","10,031.99",357.44,970.97
"10,032.00","10,055.99",356.44,969.97
"10,056.00","10,079.99",355.44,968.97
"10,080.00","10,103.99",354.44,967.97
"10,104.00","10,127.99",353.44,966.97
"10,128.00","10,151.99",352.44,965.97
"10,152.00","10,175.99",351.44,964.97
"10,176.00","10,199.99",350.44,963.97
"10,200.00","10,223.99",349.44,962.97
"10,224.00","10,247.99",348.44,961.97
"10,248.00","10,271.99",347.44,960.97
"10,272.00","10,295.99",346.44,959.97
"10,296.00","10,319.99",345.44,958.97
"10,320.00","10,343.99",344.44,957.97
"10,344.00","10,367.99",343.44,956.97
"10,368.00","10,391.99",342.44,955.97
"10,392.00","10,415.99",341.44,954.97
"10,416.00","10,439.99",340.44,953.97
"10,440.00","10,463.99",339.44,952.97
"10,464.00","10,487.99",338.44,951.97
"10,488.00","10,511.99",337.44,950.97
"10,512.00","10,535.99",336.44,949.97
"10,536.00","10,559.99",335.44,948.97
"10,560.00","10,583.99",334.44,947.97
"10,584.00","10,607.99",333.44,946.97
"10,608.00","10,631.99",332.44,945.97
"10,632.00","10,655.99",331.44,944.97
"10,656.00","10,679.99",330.44,943.97
"10,680.00","10,703.99",329.44,942.97
"10,704.00","10,727.99",328.44,941.97
"10,728.00","10,751.99",327.44,940.97
"10,752.00","10,775.99",326.44,939.97
"10,776.00","10,799.99",325.44,938.97
"10,800.00","10,823.99",324.44,937.97
"10,824.00","10,847.99",323.44,936.97
"10,848.00","10,871.99",322.44,935.97
"10,872.00","10,895.99",321.44,934.97
"10,896.00","10,919.99",320.44,933.97
"10,920.00","10,943.99",319.44,932.97
"10,944.00","10,967.99",318.44,931.97
"10,968.00","10,991.99",317.44,930.97
"10,992.00","11,015.99",316.44,929.97
"11,016.00","11,039.99",315.44,928.97
"11,040.00","11,063.99",314.44,927.97
"11,064.00","11,087.99",313.44,926.97
"11,088.00","11,111.99",312.44,925.97
"11,112.00","11,135.99",311.44,924.97
"11,136.00","11,159.99",310.44,923.97
"11,160.00","11,183.99",309.44,922.97
"11,184.00","11,207.99",308.44,921.97
"11,208.00","11,231.99",307.44,920.97
"11,232.00","11,255.99",306.44,919.97
"11,256.00","11,279.99",305.44,918.97
"11,280.00","11,303.99",304.44,917.97
"11,304.00","11,327.99",303.44,916.97
"11,328.00","11,351.99",302.44,915.97
"11,352.00","11,375.99",301.44,914.97
"11,376.00","11,399.99",300.44,913.97
"11,400.00","11,423.99",299.44,912.97
"11,424.00","11,447.99",298.44,911.97
"11,448.00","11,471.99",297.44,910.97
"11,472.00","11,495.99",296.44,909.97
"11,496.00","11,519.99",295.44,908.97
"11,520.00","11,543.99",294.44,907.97
"11,544.00","11,567.99",293.44,906.97
"11,568.00","11,591.99",292.44,905.97
"11,592.00","11,615.99",291.44,904.97
"11,616.00","11,639.99",290.44,903.97
"11,640.00","11,663.99",289.44,902.97
"11,664.00","11,687.99",288.44,901.97
"11,688.00","11,711.99",287.44,900.97
"11,712.00","11,735.99",286.44,899.97
"11,736.00","11,759.99",285.44,898.97
"11,760.00","11,783.99",284.44,897.97
"11,784.00","11,807.99",283.44,896.97
"11,808.00","11,831.99",282.44,895.97
"11,832.00","11,855.99",281.44,894.97
"11,856.00","11,879.99",280.44,893.97
"11,880.00","11,903.99",279.44,892.97
"11,904.00","11,927.99",278.44,891.97
"11,928.00","11,951.99",277.44,890.97
"11,952.00","11,975.99",276.44,889.97
"11,976.00","11,999.99",275.44,888.97
"12,000.00","12,023.99",274.44,887.97
"12,024.00","12,047.99",273.44,886.97
"12,048.00","12,071.99",272.44,885.97
"12,072.00","12,095.99",271.44,884.97
"12,096.00","12,119.99",270.44,883.97
"12,120.00","12,143.99",269.44,882.97
"12,144.00","12,167.99",268.44,881.97
"12,168.00","12,191.99",267.44,880.97
"12,192.00","12,215.99",266.44,879.97
"12,216.00","12,239.99",265.44,878.97
"12,240.00","12,263.99",264.44,877.97
"12,264.00","12,287.99",263.44,876.97
"12,288.00","12,311.99",262.44,875.97
"12,312.00","12,335.99",261.44,874.97
"12,336.00","12,359.99",260.44,873.97
"12,360.00","12,383.99",259.44,872.97
"12,384.00","12,407.99",258.44,871.97
"12,408.00","12,431.99",257.44,870.97
"12,432.00","12,455.99",256.44,869.97
"12,456.00","12,479.99",255.44,868.97
"12,480.00","12,503.99",254.44,867.97
"12,504.00","12,527.99",253.44,866.97
"12,528.00","12,551.99",252.44,865.97
"12,552.00","12,575.99",251.44,864.97
"12,576.00","12,599.99",250.44,863.97
"12,600.00","12,623.99",249.44,862.97
"12,624.00","12,647.99",248.44,861.97
"12,648.00","12,671.99",247.44,860.97
"12,672.00","12,695.99",246.44,859.97
"12,696.00","12,719.99",245.44,858.97
"12,720.00","12,743.99",244.44,857.97
"12,744.00","12,767.99",243.44,856.97
"12,768.00","12,791.99",242.44,855.97
"12,792.00","12,815.99",241.44,854.97
"12,816.00","12,839.99",240.44,853.97
"12,840.00","12,863.99",239.44,852.97
"12,864.00","12,887.99",238.44,851.97
"12,888.00","12,911.99",237.44,850.97
"12,912.00","12,935.99",236.44,849.97
"12,936.00","12,959.99",235.44,848.97
"12,960.00","12,983.99",234.44,847.97
"12,984.00","13,007.99",233.44,846.97
"13,008.00","13,031.99",232.44,845.97
"13,032.00","13,055.99",231.44,844.97
"13,056.00","13,079.99",230.44,843.97
"13,080.00","13,103.99",229.44,842.97
"13,104.00","13,127.99",228.44,841.97
"13,128.00","13,151.99",227.44,840.97
"13,152.00","13,175.99",226.44,839.97
"13,176.00","13,199.99",225.44,838.97
"13,200.00","13,223.99",224.44,837.97
"13,224.00","13,247.99",223.44,836.97
"13,248.00","13,271.99",222.44,835.97
"13,272.00","13,295.99",221.44,834.97
"13,296.00","13,319.99",220.44,833.97
"13,320.00","13,343.99",219.44,832.97
"13,344.00","13,367.99",218.44,831.97
"13,368.00","13,391.99",217.44,830.97
"13,392.00","13,415.99",216.44,829.97
"13,416.00","13,439.99",215.44,828.97
"13,440.00","13,463.99",214.44,827.97
"13,464.00","13,487.99",213.44,826.97
"13,488.00","13,511.99",212.44,825.97
"13,512.00","13,535.99",211.44,824.97
"13,536.00","13,559.99",210.44,823.97
"13,560.00","13,583.99",209.44,822.97
"13,584.00","13,607.99",208.44,821.97
"13,608.00","13,631.99",207.44,820.97
"13,632.00","13,655.99",206.44,819.97
"13,656.00","13,679.99",205.44,818.97
"13,680.00","13,703.99",204.44,817.97
"13,704.00","13,727.99",203.44,816.97
"13,728.00","13,751.99",202.44,815.97
"13,752.00","13,775.99",201.44,814.97
"13,776.00","13,799.99",200.44,813.97
"13,800.00","13,823.99",199.44,812.97
"13,824.00","13,847.99",198.44,811.97
"13,848.00","13,871.99",197.44,810.97
"13,872.00","13,895.99",196.44,809.97
"13,896.00","13,919.99",195.44,808.97
"13,920.00","13,943.99",194.44,807.97
"13,944.00","13,967.99",193.44,806.97
"13,968.00","13,991.99",192.44,805.97
"13,992.00","14,015.99",191.44,804.97
"14,016.00","14,039.99",190.44,803.97
"14,040.00","14,063.99",189.44,802.97
"14,064.00","14,087.99",188.44,801.97
"14,088.00","14,111.99",187.44,800.97
"14,112.00","14,135.99",186.44,799.97
"14,136.00","14,159.99",185.44,798.97
"14,160.00","14,183.99",184.44,797.97
"14,184.00","14,207.99",183.44,796.97
"14,208.00","14,231.99",182.44,795.97
"14,232.00","14,255.99",181.44,794.97
"14,256.00","14,279.99",180.44,793.97
"14,280.00","14,303.99",179.44,792.97
"14,304.00","14,327.99",178.44,791.97
"14,328.00","14,351.99",177.44,790.97
"14,352.00","14,375.99",176.44,789.97
"14,376.00","14,399.99",175.44,788.97
"14,400.00","14,423.99",174.44,787.97
"14,424.00","14,447.99",173.44,786.97
"14,448.00","14,471.99",172.44,785.97
"14,472.00","14,495.99",171.44,784.97
"14,496.00","14,519.99",170.44,783.97
"14,520.00","14,543.99",169.44,782.97
"14,544.00","14,567.99",168.44,781.97
"14,568.00","14,591.99",167.44,780.97
"14,592.00","14,615.99",166.44,779.97
"14,616.00","14,639.99",165.44,778.97
"14,640.00","14,663.99",164.44,777.97
"14,664.00","14,687.99",163.44,776.97
"14,688.00","14,711.99",162.44,775.97
"14,712.00","14,735.99",161.44,774.97
"14,736.00","14,759.99",160.44,773.97
"14,760.00","14,783.99",159.44,772.97
"14,784.00","14,807.99",158.44,771.97
"14,808.00","14,831.99",157.44,770.97
"14,832.00","14,855.99",156.44,769.97
"14,856.00","14,879.99",155.44,768.97
"14,880.00","14,903.99",154.44,767.97
"14,904.00","14,927.99",153.44,766.97
"14,928.00","14,951.99",152.44,765.97
"14,952.00","14,975.99",151.44,764.97
"14,976.00","14,999.99",150.44,763.97
"15,000.00","15,023.99",149.44,762.97
"15,024.00","15,047.99",148.44,761.97
"15,048.00","15,071.99",147.44,760.97
"15,072.00","15,095.99",146.44,759.97
"15,096.00","15,119.99",145.44,758.97
"15,120.00","15,143.99",144.44,757.97
"15,144.00","15,167.99",143.44,756.97
"15,168.00","15,191.99",142.44,755.97
"15,192.00","15,215.99",141.44,754.97
"15,216.00","15,239.99",140.44,753.97
"15,240.00","15,263.99",139.44,752.97
"15,264.00","15,287.99",138.44,751.97
"15,288.00","15,311.99",137.44,750.97
"15,312.00","15,335.99",136.44,749.97
"15,336.00","15,359.99",135.44,748.97
"15,360.00","15,383.99",134.44,747.97
"15,384.00","15,407.99",133.44,746.97
"15,408.00","15,431.99",132.44,745.97
"15,432.00","15,455.99",131.44,744.97
"15,456.00","15,479.99",130.44,743.97
"15,480.00","15,503.99",129.44,742.97
"15,504.00","15,527.99",128.44,741.97
"15,528.00","15,551.99",127.44,740.97
"15,552.00","15,575.99",126.44,739.97
"15,576.00","15,599.99",125.44,738.97
"15,600.00","15,623.99",124.44,737.97
"15,624.00","15,647.99",123.44,736.97
"15,648.00","15,671.99",122.44,735.97
"15,672.00","15,695.99",121.44,734.97
"15,696.00","15,719.99",120.44,733.97
"15,720.00","15,743.99",119.44,732.97
"15,744.00","15,767.99",118.44,731.97
"15,768.00","15,791.99",117.44,730.97
"15,792.00","15,815.99",116.44,729.97
"15,816.00","15,839.99",115.44,728.97
"15,840.00","15,863.99",114.44,727.97
"15,864.00","15,887.99",113.44,726.97
"15,888.00","15,911.99",112.44,725.97
"15,912.00","15,935.99",111.44,724.97
"15,936.00","15,959.99",110.44,723.97
"15,960.00","15,983.99",109.44,722.97
"15,984.00","16,007.99",108.44,721.97
"16,008.00","16,031.99",107.44,720.97
"16,032.00","16,055.99",106.44,719.97
"16,056.00","16,079.99",105.44,718.97
"16,080.00","16,103.99",104.44,717.97
"16,104.00","16,127.99",103.44,716.97
"16,128.00","16,151.99",102.44,715.97
"16,152.00","16,175.99",101.44,714.97
"16,176.00","16,199.99",100.44,713.97
"16,200.00","16,223.99",99.44,712.97
"16,224.00","16,247.99",98.44,711.97
"16,248.00","16,271.99",97.44,710.97
"16,272.00","16,295.99",96.44,709.97
"16,296.00","16,319.99",95.44,708.97
"16,320.00","16,343.99",94.44,707.97
"16,344.00","16,367.99",93.44,706.97
"16,368.00","16,391.99",92.44,705.97
"16,392.00","16,415.99",91.44,704.97
"16,416.00","16,439.99",90.44,703.97
"16,440.00","16,463.99",89.44,702.97
"16,464.00","16,487.99",88.44,701.97
"16,488.00","16,511.99",87.44,700.97
"16,512.00","16,535.99",86.44,699.97
"16,536.00","16,559.99",85.44,698.97
"16,560.00","16,583.99",84.44,697.97
"16,584.00","16,607.99",83.44,696.97
"16,608.00","16,631.99",82.44,695.97
"16,632.00","16,655.99",81.44,694.97
"16,656.00","16,679.99",80.44,693.97
"16,680.00","16,703.99",79.44,692.97
"16,704.00","16,727.99",78.44,691.97
"16,728.00","16,751.99",77.44,690.97
"16,752.00","16,775.99",76.44,689.97
"16,776.00","16,799.99",75.44,688.97
"16,800.00","16,823.99",74.44,687.97
"16,824.00","16,847.99",73.44,686.97
"16,848.00","16,871.99",72.44,685.97
"16,872.00","16,895.99",71.44,684.97
"16,896.00","16,919.99",70.44,683.97
"16,920.00","16,943.99",69.44,682.97
"16,944.00","16,967.99",68.44,681.97
"16,968.00","16,991.99",67.44,680.97
"16,992.00","17,015.99",66.44,679.97
"17,016.00","17,039.99",65.44,678.97
"17,040.00","17,063.99",64.44,677.97
"17,064.00","17,087.99",63.44,676.97
"17,088.00","17,111.99",62.44,675.97
"17,112.00","17,135.99",61.44,674.97
"17,136.00","17,159.99",60.44,673.97
"17,160.00","17,183.99",59.44,672.97
"17,184.00","17,207.99",58.44,671.97
"17,208.00","17,231.99",57.44,670.97
"17,232.00","17,255.99",56.44,669.97
"17,256.00","17,279.99",55.44,668.97
"17,280.00","17,303.99",54.44,667.97
"17,304.00","17,327.99",53.44,666.97
"17,328.00","17,351.99",52.44,665.97
"17,352.00","17,375.99",51.44,664.97
"17,376.00","17,399.99",50.44,663.97
"17,400.00","17,423.99",49.44,662.97
"17,424.00","17,447.99",48.44,661.97
"17,448.00","17,471.99",47.44,660.97
"17,472.00","17,495.99",46.44,659.97
"17,496.00","17,519.99",45.44,658.97
"17,520.00","17,543.99",44.44,657.97
"17,544.00","17,567.99",43.44,656.97
"17,568.00","17,591.99",42.44,655.97
"17,592.00","17,615.99",41.44,654.97
"17,616.00","17,639.99",40.44,653.97
"17,640.00","17,663.99",39.44,652.97
"17,664.00","17,687.99",38.44,651.97
"17,688.00","17,711.99",37.44,650.97
"17,712.00","17,735.99",36.44,649.97
"17,736.00","17,759.99",35.44,648.97
"17,760.00","17,783.99",34.44,647.97
"17,784.00","17,807.99",33.44,646.97
"17,808.00","17,831.99",32.44,645.97
"17,832.00","17,855.99",31.44,644.97
"17,856.00","17,879.99",30.44,643.97
"17,880.00","17,903.99",29.44,642.97
"17,904.00","17,927.99",28.44,641.97
"17,928.00","17,951.99",27.44,640.97
"17,952.00","17,975.99",26.44,639.97
"17,976.00","17,999.99",25.44,638.97
"18,000.00","18,023.99",24.44,637.97
"18,024.00","18,047.99",23.44,636.97
"18,048.00","18,071.99",22.44,635.97
"18,072.00","18,095.99",21.44,634.97
"18,096.00","18,119.99",20.44,633.97
"18,120.00","18,143.99",19.44,632.97
"18,144.00","18,167.99",18.44,631.97
"18,168.00","18,191.99",17.44,630.97
"18,192.00","18,215.99",16.44,629.97
"18,216.00","18,239.99",15.44,628.97
"18,240.00","18,263.99",14.44,627.97
"18,264.00","18,287.99",13.44,626.97
"18,288.00","18,311.99",12.44,625.97
"18,312.00","18,335.99",11.44,624.97
"18,336.00","18,359.99",10.44,623.97
"18,360.00","18,383.99",9.44,622.97
"18,384.00","18,407.99",8.44,621.97
"18,408.00","18,431.99",7.44,620.97
"18,432.00","18,455.99",6.44,619.97
"18,456.00","18,479.99",5.44,618.97
"18,480.00","18,503.99",4.44,617.97
"18,504.00","18,527.99",3.44,616.97
"18,528.00","18,551.99",2.44,615.97
"18,552.00","18,575.99",1.44,614.97
"18,576.00","18,599.99",0.44,613.97
