Amount Effective from January to March 2020/Montant en vigueur en janvier à mars 2020,,,
Combined Yearly Income of couple (excluding OAS Pension and GIS) From ($),Combined Yearly Income of couple (excluding OAS Pension and GIS) To ($),Total Monthly GIS with Maximum OAS Pension ($),Combined Monthly OAS Pension and GIS ($)
Revenu annuel du couple (sauf la pension de la SV et le SRG) De ($),Revenu annuel du couple (sauf la pension de la SV et le SRG) À ($),Total mensuel pour le SRG pour montant maximal de la pension de la SV ($),Total mensuel de la pension de la SV et du SRG ($)
"25,584.00","25,631.99",395.44,1008.97
"25,632.00","25,679.99",394.44,1007.97
"25,680.00","25,727.99",393.44,1006.97
"25,728.00","25,775.99",392.44,1005.97
"25,776.00","25,823.99",391.44,1004.97
"25,824.00","25,871.99",390.44,1003.97
"25,872.00","25,919.99",389.44,1002.97
"25,920.00","25,967.99",388.44,1001.97
"25,968.00","26,015.99",387.44,1000.97
"26,016.00","26,063.99",386.44,999.97
"26,064.00","26,111.99",385.44,998.97
"26,112.00","26,159.99",384.44,997.97
"26,160.00","26,207.99",383.44,996.97
"26,208.00","26,255.99",382.44,995.97
"26,256.00","26,303.99",381.44,994.97
"26,304.00","26,351.99",380.44,993.97
"26,352.00","26,399.99",379.44,992.97
"26,400.00","26,447.99",378.44,991.97
"26,448.00","26,495.99",377.44,990.97
"26,496.00","26,543.99",376.44,989.97
"26,544.00","26,591.99",375.44,988.97
"26,592.00","26,639.99",374.44,987.97
"26,640.00","26,687.99",373.44,986.97
"26,688.00","26,735.99",372.44,985.97
"26,736.00","26,783.99",371.44,984.97
"26,784.00","26,831.99",370.44,983.97
"26,832.00","26,879.99",369.44,982.97
"26,880.00","26,927.99",368.44,981.97
"26,928.00","26,975.99",367.44,980.97
"26,976.00","27,023.99",366.44,979.97
"27,024.00","27,071.99",365.44,978.97
"27,072.00","27,119.99",364.44,977.97
"27,120.00","27,167.99",363.44,976.97
"27,168.00","27,215.99",362.44,975.97
"27,216.00","27,263.99",361.44,974.97
"27,264.00","27,311.99",360.44,973.97
"27,312.00","27,359.99",359.44,972.97
"27,360.00","27,407.99",358.44,971.97
"27,408.00","27,455.99",357.44,970.97
"27,456.00","27,503.99",356.44,969.97
"27,504.00","27,551.99",355.44,968.97
"27,552.00","27,599.99",354.44,967.97
"27,600.00","27,647.99",353.44,966.97
"27,648.00","27,695.99",352.44,965.97
"27,696.00","27,743.99",351.44,964.97
"27,744.00","27,791.99",350.44,963.97
"27,792.00","27,839.99",349.44,962.97
"27,840.00","27,887.99",348.44,961.97
"27,888.00","27,935.99",347.44,960.97
"27,936.00","27,983.99",346.44,959.97
"27,984.00","28,031.99",345.44,958.97
"28,032.00","28,079.99",344.44,957.97
"28,080.00","28,127.99",343.44,956.97
"28,128.00","28,175.99",342.44,955.97
"28,176.00","28,223.99",341.44,954.97
"28,224.00","28,271.99",340.44,953.97
"28,272.00","28,319.99",339.44,952.97
"28,320.00","28,367.99",338.44,951.97
"28,368.00","28,415.99",337.44,950.97
"28,416.00","28,463.99",336.44,949.97
"28,464.00","28,511.99",335.44,948.97
"28,512.00","28,559.99",334.44,947.97
"28,560.00","28,607.99",333.44,946.97
"28,608.00","28,655.99",332.44,945.97
"28,656.00","28,703.99",331.44,944.97
"28,704.00","28,751.99",330.44,943.97
"28,752.00","28,799.99",329.44,942.97
"28,800.00","28,847.99",328.44,941.97
"28,848.00","28,895.99",327.44,940.97
"28,896.00","28,943.99",326.44,939.97
"28,944.00","28,991.99",325.44,938.97
"28,992.00","29,039.99",324.44,937.97
"29,040.00","29,087.99",323.44,936.97
"29,088.00","29,135.99",322.44,935.97
"29,136.00","29,183.99",321.44,934.97
"29,184.00","29,231.99",320.44,933.97
"29,232.00","29,279.99",319.44,932.97
"29,280.00","29,327.99",318.44,931.97
"29,328.00","29,375.99",317.44,930.97
"29,376.00","29,423.99",316.44,929.97
"29,424.00","29,471.99",315.44,928.97
"29,472.00","29,519.99",314.44,927.97
"29,520.00","29,567.99",313.44,926.97
"29,568.00","29,615.99",312.44,925.97
"29,616.00","29,663.99",311.44,924.97
"29,664.00","29,711.99",310.44,923.97
"29,712.00","29,759.99",309.44,922.97
"29,760.00","29,807.99",308.44,921.97
"29,808.00","29,855.99",307.44,920.97
"29,856.00","29,903.99",306.44,919.97
"29,904.00","29,951.99",305.44,918.97
"29,952.00","29,999.99",304.44,917.97
"30,000.00","30,047.99",303.44,916.97
"30,048.00","30,095.99",302.44,915.97
"30,096.00","30,143.99",301.44,914.97
"30,144.00","30,191.99",300.44,913.97
"30,192.00","30,239.99",299.44,912.97
"30,240.00","30,287.99",298.44,911.97
"30,288.00","30,335.99",297.44,910.97
"30,336.00","30,383.99",296.44,909.97
"30,384.00","30,431.99",295.44,908.97
"30,432.00","30,479.99",294.44,907.97
"30,480.00","30,527.99",293.44,906.97
"30,528.00","30,575.99",292.44,905.97
"30,576.00","30,623.99",291.44,904.97
"30,624.00","30,671.99",290.44,903.97
"30,672.00","30,719.99",289.44,902.97
"30,720.00","30,767.99",288.44,901.97
"30,768.00","30,815.99",287.44,900.97
"30,816.00","30,863.99",286.44,899.97
"30,864.00","30,911.99",285.44,898.97
"30,912.00","30,959.99",284.44,897.97
"30,960.00","31,007.99",283.44,896.97
"31,008.00","31,055.99",282.44,895.97
"31,056.00","31,103.99",281.44,894.97
"31,104.00","31,151.99",280.44,893.97
"31,152.00","31,199.99",279.44,892.97
"31,200.00","31,247.99",278.44,891.97
"31,248.00","31,295.99",277.44,890.97
"31,296.00","31,343.99",276.44,889.97
"31,344.00","31,391.99",275.44,888.97
"31,392.00","31,439.99",274.44,887.97
"31,440.00","31,487.99",273.44,886.97
"31,488.00","31,535.99",272.44,885.97
"31,536.00","31,583.99",271.44,884.97
"31,584.00","31,631.99",270.44,883.97
"31,632.00","31,679.99",269.44,882.97
"31,680.00","31,727.99",268.44,881.97
"31,728.00","31,775.99",267.44,880.97
"31,776.00","31,823.99",266.44,879.97
"31,824.00","31,871.99",265.44,878.97
"31,872.00","31,919.99",264.44,877.97
"31,920.00","31,967.99",263.44,876.97
"31,968.00","32,015.99",262.44,875.97
"32,016.00","32,063.99",261.44,874.97
"32,064.00","32,111.99",260.44,873.97
"32,112.00","32,159.99",259.44,872.97
"32,160.00","32,207.99",258.44,871.97
"32,208.00","32,255.99",257.44,870.97
"32,256.00","32,303.99",256.44,869.97
"32,304.00","32,351.99",255.44,868.97
"32,352.00","32,399.99",254.44,867.97
"32,400.00","32,447.99",253.44,866.97
"32,448.00","32,495.99",252.44,865.97
"32,496.00","32,543.99",251.44,864.97
"32,544.00","32,591.99",250.44,863.97
"32,592.00","32,639.99",249.44,862.97
"32,640.00","32,687.99",248.44,861.97
"32,688.00","32,735.99",247.44,860.97
"32,736.00","32,783.99",246.44,859.97
"32,784.00","32,831.99",245.44,858.97
"32,832.00","32,879.99",244.44,857.97
"32,880.00","32,927.99",243.44,856.97
"32,928.00","32,975.99",242.44,855.97
"32,976.00","33,023.99",241.44,854.97
"33,024.00","33,071.99",240.44,853.97
"33,072.00","33,119.99",239.44,852.97
"33,120.00","33,167.99",238.44,851.97
"33,168.00","33,215.99",237.44,850.97
"33,216.00","33,263.99",236.44,849.97
"33,264.00","33,311.99",235.44,848.97
"33,312.00","33,359.99",234.44,847.97
"33,360.00","33,407.99",233.44,846.97
"33,408.00","33,455.99",232.44,845.97
"33,456.00","33,503.99",231.44,844.97
"33,504.00","33,551.99",230.44,843.97
"33,552.00","33,599.99",229.44,842.97
"33,600.00","33,647.99",228.44,841.97
"33,648.00","33,695.99",227.44,840.97
"33,696.00","33,743.99",226.44,839.97
"33,744.00","33,791.99",225.44,838.97
"33,792.00","33,839.99",224.44,837.97
"33,840.00","33,887.99",223.44,836.97
"33,888.00","33,935.99",222.44,835.97
"33,936.00","33,983.99",221.44,834.97
"33,984.00","34,031.99",220.44,833.97
"34,032.00","34,079.99",219.44,832.97
"34,080.00","34,127.99",218.44,831.97
"34,128.00","34,175.99",217.44,830.97
"34,176.00","34,223.99",216.44,829.97
"34,224.00","34,271.99",215.44,828.97
"34,272.00","34,319.99",214.44,827.97
"34,320.00","34,367.99",213.44,826.97
"34,368.00","34,415.99",212.44,825.97
"34,416.00","34,463.99",211.44,824.97
"34,464.00","34,511.99",210.44,823.97
"34,512.00","34,559.99",209.44,822.97
"34,560.00","34,607.99",208.44,821.97
"34,608.00","34,655.99",207.44,820.97
"34,656.00","34,703.99",206.44,819.97
"34,704.00","34,751.99",205.44,818.97
"34,752.00","34,799.99",204.44,817.97
"34,800.00","34,847.99",203.44,816.97
"34,848.00","34,895.99",202.44,815.97
"34,896.00","34,943.99",201.44,814.97
"34,944.00","34,991.99",200.44,813.97
"34,992.00","35,039.99",199.44,812.97
"35,040.00","35,087.99",198.44,811.97
"35,088.00","35,135.99",197.44,810.97
"35,136.00","35,183.99",196.44,809.97
"35,184.00","35,231.99",195.44,808.97
"35,232.00","35,279.99",194.44,807.97
"35,280.00","35,327.99",193.44,806.97
"35,328.00","35,375.99",192.44,805.97
"35,376.00","35,423.99",191.44,804.97
"35,424.00","35,471.99",190.44,803.97
"35,472.00","35,519.99",189.44,802.97
"35,520.00","35,567.99",188.44,801.97
"35,568.00","35,615.99",187.44,800.97
"35,616.00","35,663.99",186.44,799.97
"35,664.00","35,711.99",185.44,798.97
"35,712.00","35,759.99",184.44,797.97
"35,760.00","35,807.99",183.44,796.97
"35,808.00","35,855.99",182.44,795.97
"35,856.00","35,903.99",181.44,794.97
"35,904.00","35,951.99",180.44,793.97
"35,952.00","35,999.99",179.44,792.97
"36,000.00","36,047.99",178.44,791.97
"36,048.00","36,095.99",177.44,790.97
"36,096.00","36,143.99",176.44,789.97
"36,144.00","36,191.99",175.44,788.97
"36,192.00","36,239.99",174.44,787.97
"36,240.00","36,287.99",173.44,786.97
"36,288.00","36,335.99",172.44,785.97
"36,336.00","36,383.99",171.44,784.97
"36,384.00","36,431.99",170.44,783.97
"36,432.00","36,479.99",169.44,782.97
"36,480.00","36,527.99",168.44,781.97
"36,528.00","36,575.99",167.44,780.97
"36,576.00","36,623.99",166.44,779.97
"36,624.00","36,671.99",165.44,778.97
"36,672.00","36,719.99",164.44,777.97
"36,720.00","36,767.99",163.44,776.97
"36,768.00","36,815.99",162.44,775.97
"36,816.00","36,863.99",161.44,774.97
"36,864.00","36,911.99",160.44,773.97
"36,912.00","36,959.99",159.44,772.97
"36,960.00","37,007.99",158.44,771.97
"37,008.00","37,055.99",157.44,770.97
"37,056.00","37,103.99",156.44,769.97
"37,104.00","37,151.99",155.44,768.97
"37,152.00","37,199.99",154.44,767.97
"37,200.00","37,247.99",153.44,766.97
"37,248.00","37,295.99",152.44,765.97
"37,296.00","37,343.99",151.44,764.97
"37,344.00","37,391.99",150.44,763.97
"37,392.00","37,439.99",149.44,762.97
"37,440.00","37,487.99",148.44,761.97
"37,488.00","37,535.99",147.44,760.97
"37,536.00","37,583.99",146.44,759.97
"37,584.00","37,631.99",145.44,758.97
"37,632.00","37,679.99",144.44,757.97
"37,680.00","37,727.99",143.44,756.97
"37,728.00","37,775.99",142.44,755.97
"37,776.00","37,823.99",141.44,754.97
"37,824.00","37,871.99",140.44,753.97
"37,872.00","37,919.99",139.44,752.97
"37,920.00","37,967.99",138.44,751.97
"37,968.00","38,015.99",137.44,750.97
"38,016.00","38,063.99",136.44,749.97
"38,064.00","38,111.99",135.44,748.97
"38,112.00","38,159.99",134.44,747.97
"38,160.00","38,207.99",133.44,746.97
"38,208.00","38,255.99",132.44,745.97
"38,256.00","38,303.99",131.44,744.97
"38,304.00","38,351.99",130.44,743.97
"38,352.00","38,399.99",129.44,742.97
"38,400.00","38,447.99",128.44,741.97
"38,448.00","38,495.99",127.44,740.97
"38,496.00","38,543.99",126.44,739.97
"38,544.00","38,591.99",125.44,738.97
"38,592.00","38,639.99",124.44,737.97
"38,640.00","38,687.99",123.44,736.97
"38,688.00","38,735.99",122.44,735.97
"38,736.00","38,783.99",121.44,734.97
"38,784.00","38,831.99",120.44,733.97
"38,832.00","38,879.99",119.44,732.97
"38,880.00","38,927.99",118.44,731.97
"38,928.00","38,975.99",117.44,730.97
"38,976.00","39,023.99",116.44,729.97
"39,024.00","39,071.99",115.44,728.97
"39,072.00","39,119.99",114.44,727.97
"39,120.00","39,167.99",113.44,726.97
"39,168.00","39,215.99",112.44,725.97
"39,216.00","39,263.99",111.44,724.97
"39,264.00","39,311.99",110.44,723.97
"39,312.00","39,359.99",109.44,722.97
"39,360.00","39,407.99",108.44,721.97
"39,408.00","39,455.99",107.44,720.97
"39,456.00","39,503.99",106.44,719.97
"39,504.00","39,551.99",105.44,718.97
"39,552.00","39,599.99",104.44,717.97
"39,600.00","39,647.99",103.44,716.97
"39,648.00","39,695.99",102.44,715.97
"39,696.00","39,743.99",101.44,714.97
"39,744.00","39,791.99",100.44,713.97
"39,792.00","39,839.99",99.44,712.97
"39,840.00","39,887.99",98.44,711.97
"39,888.00","39,935.99",97.44,710.97
"39,936.00","39,983.99",96.44,709.97
"39,984.00","40,031.99",95.44,708.97
"40,032.00","40,079.99",94.44,707.97
"40,080.00","40,127.99",93.44,706.97
"40,128.00","40,175.99",92.44,705.97
"40,176.00","40,223.99",91.44,704.97
"40,224.00","40,271.99",90.44,703.97
"40,272.00","40,319.99",89.44,702.97
"40,320.00","40,367.99",88.44,701.97
"40,368.00","40,415.99",87.44,700.97
"40,416.00","40,463.99",86.44,699.97
"40,464.00","40,511.99",85.44,698.97
"40,512.00","40,559.99",84.44,697.97
"40,560.00","40,607.99",83.44,696.97
"40,608.00","40,655.99",82.44,695.97
"40,656.00","40,703.99",81.44,694.97
"40,704.00","40,751.99",80.44,693.97
"40,752.00","40,799.99",79.44,692.97
"40,800.00","40,847.99",78.44,691.97
"40,848.00","40,895.99",77.44,690.97
"40,896.00","40,943.99",76.44,689.97
"40,944.00","40,991.99",75.44,688.97
"40,992.00","41,039.99",74.44,687.97
"41,040.00","41,087.99",73.44,686.97
"41,088.00","41,135.99",72.44,685.97
"41,136.00","41,183.99",71.44,684.97
"41,184.00","41,231.99",70.44,683.97
"41,232.00","41,279.99",69.44,682.97
"41,280.00","41,327.99",68.44,681.97
"41,328.00","41,375.99",67.44,680.97
"41,376.00","41,423.99",66.44,679.97
"41,424.00","41,471.99",65.44,678.97
"41,472.00","41,519.99",64.44,677.97
"41,520.00","41,567.99",63.44,676.97
"41,568.00","41,615.99",62.44,675.97
"41,616.00","41,663.99",61.44,674.97
"41,664.00","41,711.99",60.44,673.97
"41,712.00","41,759.99",59.44,672.97
"41,760.00","41,807.99",58.44,671.97
"41,808.00","41,855.99",57.44,670.97
"41,856.00","41,903.99",56.44,669.97
"41,904.00","41,951.99",55.44,668.97
"41,952.00","41,999.99",54.44,667.97
"42,000.00","42,047.99",53.44,666.97
"42,048.00","42,095.99",52.44,665.97
"42,096.00","42,143.99",51.44,664.97
"42,144.00","42,191.99",50.44,663.97
"42,192.00","42,239.99",49.44,662.97
"42,240.00","42,287.99",48.44,661.97
"42,288.00","42,335.99",47.44,660.97
"42,336.00","42,383.99",46.44,659.97
"42,384.00","42,431.99",45.44,658.97
"42,432.00","42,479.99",44.44,657.97
"42,480.00","42,527.99",43.44,656.97
"42,528.00","42,575.99",42.44,655.97
"42,576.00","42,623.99",41.44,654.97
"42,624.00","42,671.99",40.44,653.97
"42,672.00","42,719.99",39.44,652.97
"42,720.00","42,767.99",38.44,651.97
"42,768.00","42,815.99",37.44,650.97
"42,816.00","42,863.99",36.44,649.97
"42,864.00","42,911.99",35.44,648.97
"42,912.00","42,959.99",34.44,647.97
"42,960.00","43,007.99",33.44,646.97
"43,008.00","43,055.99",32.44,645.97
"43,056.00","43,103.99",31.44,644.97
"43,104.00","43,151.99",30.44,643.97
"43,152.00","43,199.99",29.44,642.97
"43,200.00","43,247.99",28.44,641.97
"43,248.00","43,295.99",27.44,640.97
"43,296.00","43,343.99",26.44,639.97
"43,344.00","43,391.99",25.44,638.97
"43,392.00","43,439.99",24.44,637.97
"43,440.00","43,487.99",23.44,636.97
"43,488.00","43,535.99",22.44,635.97
"43,536.00","43,583.99",21.44,634.97
"43,584.00","43,631.99",20.44,633.97
"43,632.00","43,679.99",19.44,632.97
"43,680.00","43,727.99",18.44,631.97
"43,728.00","43,775.99",17.44,630.97
"43,776.00","43,823.99",16.44,629.97
"43,824.00","43,871.99",15.44,628.97
"43,872.00","43,919.99",14.44,627.97
"43,920.00","43,967.99",13.44,626.97
"43,968.00","44,015.99",12.44,625.97
"44,016.00","44,063.99",11.44,624.97
"44,064.00","44,111.99",10.44,623.97
"44,112.00","44,159.99",9.44,622.97
"44,160.00","44,207.99",8.44,621.97
"44,208.00","44,255.99",7.44,620.97
"44,256.00","44,303.99",6.44,619.97
"44,304.00","44,351.99",5.44,618.97
"44,352.00","44,399.99",4.44,617.97
"44,400.00","44,447.99",3.44,616.97
"44,448.00","44,495.99",2.44,615.97
"44,496.00","44,543.99",1.44,614.97
"44,544.00","44,591.99",0.44,613.97
