Amount Effective from October to December 2021/Montant en vigueur en octobre à décembre 2021,,,
Combined Yearly Income of couple (excluding OAS Pension and GIS) From ($),Combined Yearly Income of couple (excluding OAS Pension and GIS) To ($),Total Monthly GIS with Maximum OAS Pension ($),Combined Monthly OAS Pension and GIS ($)
Revenu annuel du couple (sauf la pension de la SV et le SRG) De ($),Revenu annuel du couple (sauf la pension de la SV et le SRG) À ($),Total mensuel pour le SRG pour montant maximal de la pension de la SV ($),Total mensuel de la pension de la SV et du SRG ($)
"25,008.00","25,055.99",439.86,1075.12
"25,056.00","25,103.99",438.86,1074.12
"25,104.00","25,151.99",437.86,1073.12
"25,152.00","25,199.99",436.86,1072.12
"25,200.00","25,247.99",435.86,1071.12
"25,248.00","25,295.99",434.86,1070.12
"25,296.00","25,343.99",433.86,1069.12
"25,344.00","25,391.99",432.86,1068.12
"25,392.00","25,439.99",431.86,1067.12
"25,440.00","25,487.99",430.86,1066.12
"25,488.00","25,535.99",429.86,1065.12
"25,536.00","25,583.99",428.86,1064.12
"25,584.00","25,631.99",427.86,1063.12
"25,632.00","25,679.99",426.86,1062.12
"25,680.00","25,727.99",425.86,1061.12
"25,728.00","25,775.99",424.86,1060.12
"25,776.00","25,823.99",423.86,1059.12
"25,824.00","25,871.99",422.86,1058.12
"25,872.00","25,919.99",421.86,1057.12
"25,920.00","25,967.99",420.86,1056.12
"25,968.00","26,015.99",419.86,1055.12
"26,016.00","26,063.99",418.86,1054.12
"26,064.00","26,111.99",417.86,1053.12
"26,112.00","26,159.99",416.86,1052.12
"26,160.00","26,207.99",415.86,1051.12
"26,208.00","26,255.99",414.86,1050.12
"26,256.00","26,303.99",413.86,1049.12
"26,304.00","26,351.99",412.86,1048.12
"26,352.00","26,399.99",411.86,1047.12
"26,400.00","26,447.99",410.86,1046.12
"26,448.00","26,495.99",409.86,1045.12
"26,496.00","26,543.99",408.86,1044.12
"26,544.00","26,591.99",407.86,1043.12
"26,592.00","26,639.99",406.86,1042.12
"26,640.00","26,687.99",405.86,1041.12
"26,688.00","26,735.99",404.86,1040.12
"26,736.00","26,783.99",403.86,1039.12
"26,784.00","26,831.99",402.86,1038.12
"26,832.00","26,879.99",401.86,1037.12
"26,880.00","26,927.99",400.86,1036.12
"26,928.00","26,975.99",399.86,1035.12
"26,976.00","27,023.99",398.86,1034.12
"27,024.00","27,071.99",397.86,1033.12
"27,072.00","27,119.99",396.86,1032.12
"27,120.00","27,167.99",395.86,1031.12
"27,168.00","27,215.99",394.86,1030.12
"27,216.00","27,263.99",393.86,1029.12
"27,264.00","27,311.99",392.86,1028.12
"27,312.00","27,359.99",391.86,1027.12
"27,360.00","27,407.99",390.86,1026.12
"27,408.00","27,455.99",389.86,1025.12
"27,456.00","27,503.99",388.86,1024.12
"27,504.00","27,551.99",387.86,1023.12
"27,552.00","27,599.99",386.86,1022.12
"27,600.00","27,647.99",385.86,1021.12
"27,648.00","27,695.99",384.86,1020.12
"27,696.00","27,743.99",383.86,1019.12
"27,744.00","27,791.99",382.86,1018.12
"27,792.00","27,839.99",381.86,1017.12
"27,840.00","27,887.99",380.86,1016.12
"27,888.00","27,935.99",379.86,1015.12
"27,936.00","27,983.99",378.86,1014.12
"27,984.00","28,031.99",377.86,1013.12
"28,032.00","28,079.99",376.86,1012.12
"28,080.00","28,127.99",375.86,1011.12
"28,128.00","28,175.99",374.86,1010.12
"28,176.00","28,223.99",373.86,1009.12
"28,224.00","28,271.99",372.86,1008.12
"28,272.00","28,319.99",371.86,1007.12
"28,320.00","28,367.99",370.86,1006.12
"28,368.00","28,415.99",369.86,1005.12
"28,416.00","28,463.99",368.86,1004.12
"28,464.00","28,511.99",367.86,1003.12
"28,512.00","28,559.99",366.86,1002.12
"28,560.00","28,607.99",365.86,1001.12
"28,608.00","28,655.99",364.86,1000.12
"28,656.00","28,703.99",363.86,999.12
"28,704.00","28,751.99",362.86,998.12
"28,752.00","28,799.99",361.86,997.12
"28,800.00","28,847.99",360.86,996.12
"28,848.00","28,895.99",359.86,995.12
"28,896.00","28,943.99",358.86,994.12
"28,944.00","28,991.99",357.86,993.12
"28,992.00","29,039.99",356.86,992.12
"29,040.00","29,087.99",355.86,991.12
"29,088.00","29,135.99",354.86,990.12
"29,136.00","29,183.99",353.86,989.12
"29,184.00","29,231.99",352.86,988.12
"29,232.00","29,279.99",351.86,987.12
"29,280.00","29,327.99",350.86,986.12
"29,328.00","29,375.99",349.86,985.12
"29,376.00","29,423.99",348.86,984.12
"29,424.00","29,471.99",347.86,983.12
"29,472.00","29,519.99",346.86,982.12
"29,520.00","29,567.99",345.86,981.12
"29,568.00","29,615.99",344.86,980.12
"29,616.00","29,663.99",343.86,979.12
"29,664.00","29,711.99",342.86,978.12
"29,712.00","29,759.99",341.86,977.12
"29,760.00","29,807.99",340.86,976.12
"29,808.00","29,855.99",339.86,975.12
"29,856.00","29,903.99",338.86,974.12
"29,904.00","29,951.99",337.86,973.12
"29,952.00","29,999.99",336.86,972.12
"30,000.00","30,047.99",335.86,971.12
"30,048.00","30,095.99",334.86,970.12
"30,096.00","30,143.99",333.86,969.12
"30,144.00","30,191.99",332.86,968.12
"30,192.00","30,239.99",331.86,967.12
"30,240.00","30,287.99",330.86,966.12
"30,288.00","30,335.99",329.86,965.12
"30,336.00","30,383.99",328.86,964.12
"30,384.00","30,431.99",327.86,963.12
"30,432.00","30,479.99",326.86,962.12
"30,480.00","30,527.99",325.86,961.12
"30,528.00","30,575.99",324.86,960.12
"30,576.00","30,623.99",323.86,959.12
"30,624.00","30,671.99",322.86,958.12
"30,672.00","30,719.99",321.86,957.12
"30,720.00","30,767.99",320.86,956.12
"30,768.00","30,815.99",319.86,955.12
"30,816.00","30,863.99",318.86,954.12
"30,864.00","30,911.99",317.86,953.12
"30,912.00","30,959.99",316.86,952.12
"30,960.00","31,007.99",315.86,951.12
"31,008.00","31,055.99",314.86,950.12
"31,056.00","31,103.99",313.86,949.12
"31,104.00","31,151.99",312.86,948.12
"31,152.00","31,199.99",311.86,947.12
"31,200.00","31,247.99",310.86,946.12
"31,248.00","31,295.99",309.86,945.12
"31,296.00","31,343.99",308.86,944.12
"31,344.00","31,391.99",307.86,943.12
"31,392.00","31,439.99",306.86,942.12
"31,440.00","31,487.99",305.86,941.12
"31,488.00","31,535.99",304.86,940.12
"31,536.00","31,583.99",303.86,939.12
"31,584.00","31,631.99",302.86,938.12
"31,632.00","31,679.99",301.86,937.12
"31,680.00","31,727.99",300.86,936.12
"31,728.00","31,775.99",299.86,935.12
"31,776.00","31,823.99",298.86,934.12
"31,824.00","31,871.99",297.86,933.12
"31,872.00","31,919.99",296.86,932.12
"31,920.00","31,967.99",295.86,931.12
"31,968.00","32,015.99",294.86,930.12
"32,016.00","32,063.99",293.86,929.12
"32,064.00","32,111.99",292.86,928.12
"32,112.00","32,159.99",291.86,927.12
"32,160.00","32,207.99",290.86,926.12
"32,208.00","32,255.99",289.86,925.12
"32,256.00","32,303.99",288.86,924.12
"32,304.00","32,351.99",287.86,923.12
"32,352.00","32,399.99",286.86,922.12
"32,400.00","32,447.99",285.86,921.12
"32,448.00","32,495.99",284.86,920.12
"32,496.00","32,543.99",283.86,919.12
"32,544.00","32,591.99",282.86,918.12
"32,592.00","32,639.99",281.86,917.12
"32,640.00","32,687.99",280.86,916.12
"32,688.00","32,735.99",279.86,915.12
"32,736.00","32,783.99",278.86,914.12
"32,784.00","32,831.99",277.86,913.12
"32,832.00","32,879.99",276.86,912.12
"32,880.00","32,927.99",275.86,911.12
"32,928.00","32,975.99",274.86,910.12
"32,976.00","33,023.99",273.86,909.12
"33,024.00","33,071.99",272.86,908.12
"33,072.00","33,119.99",271.86,907.12
"33,120.00","33,167.99",270.86,906.12
"33,168.00","33,215.99",269.86,905.12
"33,216.00","33,263.99",268.86,904.12
"33,264.00","33,311.99",267.86,903.12
"33,312.00","33,359.99",266.86,902.12
"33,360.00","33,407.99",265.86,901.12
"33,408.00","33,455.99",264.86,900.12
"33,456.00","33,503.99",263.86,899.12
"33,504.00","33,551.99",262.86,898.12
"33,552.00","33,599.99",261.86,897.12
"33,600.00","33,647.99",260.86,896.12
"33,648.00","33,695.99",259.86,895.12
"33,696.00","33,743.99",258.86,894.12
"33,744.00","33,791.99",257.86,893.12
"33,792.00","33,839.99",256.86,892.12
"33,840.00","33,887.99",255.86,891.12
"33,888.00","33,935.99",254.86,890.12
"33,936.00","33,983.99",253.86,889.12
"33,984.00","34,031.99",252.86,888.12
"34,032.00","34,079.99",251.86,887.12
"34,080.00","34,127.99",250.86,886.12
"34,128.00","34,175.99",249.86,885.12
"34,176.00","34,223.99",248.86,884.12
"34,224.00","34,271.99",247.86,883.12
"34,272.00","34,319.99",246.86,882.12
"34,320.00","34,367.99",245.86,881.12
"34,368.00","34,415.99",244.86,880.12
"34,416.00","34,463.99",243.86,879.12
"34,464.00","34,511.99",242.86,878.12
"34,512.00","34,559.99",241.86,877.12
"34,560.00","34,607.99",240.86,876.12
"34,608.00","34,655.99",239.86,875.12
"34,656.00","34,703.99",238.86,874.12
"34,704.00","34,751.99",237.86,873.12
"34,752.00","34,799.99",236.86,872.12
"34,800.00","34,847.99",235.86,871.12
"34,848.00","34,895.99",234.86,870.12
"34,896.00","34,943.99",233.86,869.12
"34,944.00","34,991.99",232.86,868.12
"34,992.00","35,039.99",231.86,867.12
"35,040.00","35,087.99",230.86,866.12
"35,088.00","35,135.99",229.86,865.12
"35,136.00","35,183.99",228.86,864.12
"35,184.00","35,231.99",227.86,863.12
"35,232.00","35,279.99",226.86,862.12
"35,280.00","35,327.99",225.86,861.12
"35,328.00","35,375.99",224.86,860.12
"35,376.00","35,423.99",223.86,859.12
"35,424.00","35,471.99",222.86,858.12
"35,472.00","35,519.99",221.86,857.12
"35,520.00","35,567.99",220.86,856.12
"35,568.00","35,615.99",219.86,855.12
"35,616.00","35,663.99",218.86,854.12
"35,664.00","35,711.99",217.86,853.12
"35,712.00","35,759.99",216.86,852.12
"35,760.00","35,807.99",215.86,851.12
"35,808.00","35,855.99",214.86,850.12
"35,856.00","35,903.99",213.86,849.12
"35,904.00","35,951.99",212.86,848.12
"35,952.00","35,999.99",211.86,847.12
"36,000.00","36,047.99",210.86,846.12
"36,048.00","36,095.99",209.86,845.12
"36,096.00","36,143.99",208.86,844.12
"36,144.00","36,191.99",207.86,843.12
"36,192.00","36,239.99",206.86,842.12
"36,240.00","36,287.99",205.86,841.12
"36,288.00","36,335.99",204.86,840.12
"36,336.00","36,383.99",203.86,839.12
"36,384.00","36,431.99",202.86,838.12
"36,432.00","36,479.99",201.86,837.12
"36,480.00","36,527.99",200.86,836.12
"36,528.00","36,575.99",199.86,835.12
"36,576.00","36,623.99",198.86,834.12
"36,624.00","36,671.99",197.86,833.12
"36,672.00","36,719.99",196.86,832.12
"36,720.00","36,767.99",195.86,831.12
"36,768.00","36,815.99",194.86,830.12
"36,816.00","36,863.99",193.86,829.12
"36,864.00","36,911.99",192.86,828.12
"36,912.00","36,959.99",191.86,827.12
"36,960.00","37,007.99",190.86,826.12
"37,008.00","37,055.99",189.86,825.12
"37,056.00","37,103.99",188.86,824.12
"37,104.00","37,151.99",187.86,823.12
"37,152.00","37,199.99",186.86,822.12
"37,200.00","37,247.99",185.86,821.12
"37,248.00","37,295.99",184.86,820.12
"37,296.00","37,343.99",183.86,819.12
"37,344.00","37,391.99",182.86,818.12
"37,392.00","37,439.99",181.86,817.12
"37,440.00","37,487.99",180.86,816.12
"37,488.00","37,535.99",179.86,815.12
"37,536.00","37,583.99",178.86,814.12
"37,584.00","37,631.99",177.86,813.12
"37,632.00","37,679.99",176.86,812.12
"37,680.00","37,727.99",175.86,811.12
"37,728.00","37,775.99",174.86,810.12
"37,776.00","37,823.99",173.86,809.12
"37,824.00","37,871.99",172.86,808.12
"37,872.00","37,919.99",171.86,807.12
"37,920.00","37,967.99",170.86,806.12
"37,968.00","38,015.99",169.86,805.12
"38,016.00","38,063.99",168.86,804.12
"38,064.00","38,111.99",167.86,803.12
"38,112.00","38,159.99",166.86,802.12
"38,160.00","38,207.99",165.86,801.12
"38,208.00","38,255.99",164.86,800.12
"38,256.00","38,303.99",163.86,799.12
"38,304.00","38,351.99",162.86,798.12
"38,352.00","38,399.99",161.86,797.12
"38,400.00","38,447.99",160.86,796.12
"38,448.00","38,495.99",159.86,795.12
"38,496.00","38,543.99",158.86,794.12
"38,544.00","38,591.99",157.86,793.12
"38,592.00","38,639.99",156.86,792.12
"38,640.00","38,687.99",155.86,791.12
"38,688.00","38,735.99",154.86,790.12
"38,736.00","38,783.99",153.86,789.12
"38,784.00","38,831.99",152.86,788.12
"38,832.00","38,879.99",151.86,787.12
"38,880.00","38,927.99",150.86,786.12
"38,928.00","38,975.99",149.86,785.12
"38,976.00","39,023.99",148.86,784.12
"39,024.00","39,071.99",147.86,783.12
"39,072.00","39,119.99",146.86,782.12
"39,120.00","39,167.99",145.86,781.12
"39,168.00","39,215.99",144.86,780.12
"39,216.00","39,263.99",143.86,779.12
"39,264.00","39,311.99",142.86,778.12
"39,312.00","39,359.99",141.86,777.12
"39,360.00","39,407.99",140.86,776.12
"39,408.00","39,455.99",139.86,775.12
"39,456.00","39,503.99",138.86,774.12
"39,504.00","39,551.99",137.86,773.12
"39,552.00","39,599.99",136.86,772.12
"39,600.00","39,647.99",135.86,771.12
"39,648.00","39,695.99",134.86,770.12
"39,696.00","39,743.99",133.86,769.12
"39,744.00","39,791.99",132.86,768.12
"39,792.00","39,839.99",131.86,767.12
"39,840.00","39,887.99",130.86,766.12
"39,888.00","39,935.99",129.86,765.12
"39,936.00","39,983.99",128.86,764.12
"39,984.00","40,031.99",127.86,763.12
"40,032.00","40,079.99",126.86,762.12
"40,080.00","40,127.99",125.86,761.12
"40,128.00","40,175.99",124.86,760.12
"40,176.00","40,223.99",123.86,759.12
"40,224.00","40,271.99",122.86,758.12
"40,272.00","40,319.99",121.86,757.12
"40,320.00","40,367.99",120.86,756.12
"40,368.00","40,415.99",119.86,755.12
"40,416.00","40,463.99",118.86,754.12
"40,464.00","40,511.99",117.86,753.12
"40,512.00","40,559.99",116.86,752.12
"40,560.00","40,607.99",115.86,751.12
"40,608.00","40,655.99",114.86,750.12
"40,656.00","40,703.99",113.86,749.12
"40,704.00","40,751.99",112.86,748.12
"40,752.00","40,799.99",111.86,747.12
"40,800.00","40,847.99",110.86,746.12
"40,848.00","40,895.99",109.86,745.12
"40,896.00","40,943.99",108.86,744.12
"40,944.00","40,991.99",107.86,743.12
"40,992.00","41,039.99",106.86,742.12
"41,040.00","41,087.99",105.86,741.12
"41,088.00","41,135.99",104.86,740.12
"41,136.00","41,183.99",103.86,739.12
"41,184.00","41,231.99",102.86,738.12
"41,232.00","41,279.99",101.86,737.12
"41,280.00","41,327.99",100.86,736.12
"41,328.00","41,375.99",99.86,735.12
"41,376.00","41,423.99",98.86,734.12
"41,424.00","41,471.99",97.86,733.12
"41,472.00","41,519.99",96.86,732.12
"41,520.00","41,567.99",95.86,731.12
"41,568.00","41,615.99",94.86,730.12
"41,616.00","41,663.99",93.86,729.12
"41,664.00","41,711.99",92.86,728.12
"41,712.00","41,759.99",91.86,727.12
"41,760.00","41,807.99",90.86,726.12
"41,808.00","41,855.99",89.86,725.12
"41,856.00","41,903.99",88.86,724.12
"41,904.00","41,951.99",87.86,723.12
"41,952.00","41,999.99",86.86,722.12
"42,000.00","42,047.99",85.86,721.12
"42,048.00","42,095.99",84.86,720.12
"42,096.00","42,143.99",83.86,719.12
"42,144.00","42,191.99",82.86,718.12
"42,192.00","42,239.99",81.86,717.12
"42,240.00","42,287.99",80.86,716.12
"42,288.00","42,335.99",79.86,715.12
"42,336.00","42,383.99",78.86,714.12
"42,384.00","42,431.99",77.86,713.12
"42,432.00","42,479.99",76.86,712.12
"42,480.00","42,527.99",75.86,711.12
"42,528.00","42,575.99",74.86,710.12
"42,576.00","42,623.99",73.86,709.12
"42,624.00","42,671.99",72.86,708.12
"42,672.00","42,719.99",71.86,707.12
"42,720.00","42,767.99",70.86,706.12
"42,768.00","42,815.99",69.86,705.12
"42,816.00","42,863.99",68.86,704.12
"42,864.00","42,911.99",67.86,703.12
"42,912.00","42,959.99",66.86,702.12
"42,960.00","43,007.99",65.86,701.12
"43,008.00","43,055.99",64.86,700.12
"43,056.00","43,103.99",63.86,699.12
"43,104.00","43,151.99",62.86,698.12
"43,152.00","43,199.99",61.86,697.12
"43,200.00","43,247.99",60.86,696.12
"43,248.00","43,295.99",59.86,695.12
"43,296.00","43,343.99",58.86,694.12
"43,344.00","43,391.99",57.86,693.12
"43,392.00","43,439.99",56.86,692.12
"43,440.00","43,487.99",55.86,691.12
"43,488.00","43,535.99",54.86,690.12
"43,536.00","43,583.99",53.86,689.12
"43,584.00","43,631.99",52.86,688.12
"43,632.00","43,679.99",51.86,687.12
"43,680.00","43,727.99",50.86,686.12
"43,728.00","43,775.99",49.86,685.12
"43,776.00","43,823.99",48.86,684.12
"43,824.00","43,871.99",47.86,683.12
"43,872.00","43,919.99",46.86,682.12
"43,920.00","43,967.99",45.86,681.12
"43,968.00","44,015.99",44.86,680.12
"44,016.00","44,063.99",43.86,679.12
"44,064.00","44,111.99",42.86,678.12
"44,112.00","44,159.99",41.86,677.12
"44,160.00","44,207.99",40.86,676.12
"44,208.00","44,255.99",39.86,675.12
"44,256.00","44,303.99",38.86,674.12
"44,304.00","44,351.99",37.86,673.12
"44,352.00","44,399.99",36.86,672.12
"44,400.00","44,447.99",35.86,671.12
"44,448.00","44,495.99",34.86,670.12
"44,496.00","44,543.99",33.86,669.12
"44,544.00","44,591.99",32.86,668.12
"44,592.00","44,639.99",31.86,667.12
"44,640.00","44,687.99",30.86,666.12
"44,688.00","44,735.99",29.86,665.12
"44,736.00","44,783.99",28.86,664.12
"44,784.00","44,831.99",27.86,663.12
"44,832.00","44,879.99",26.86,662.12
"44,880.00","44,927.99",25.86,661.12
"44,928.00","44,975.99",24.86,660.12
"44,976.00","45,023.99",23.86,659.12
"45,024.00","45,071.99",22.86,658.12
"45,072.00","45,119.99",21.86,657.12
"45,120.00","45,167.99",20.86,656.12
"45,168.00","45,215.99",19.86,655.12
"45,216.00","45,263.99",18.86,654.12
"45,264.00","45,311.99",17.86,653.12
"45,312.00","45,359.99",16.86,652.12
"45,360.00","45,407.99",15.86,651.12
"45,408.00","45,455.99",14.86,650.12
"45,456.00","45,503.99",13.86,649.12
"45,504.00","45,551.99",12.86,648.12
"45,552.00","45,599.99",11.86,647.12
"45,600.00","45,647.99",10.86,646.12
"45,648.00","45,695.99",9.86,645.12
"45,696.00","45,743.99",8.86,644.12
"45,744.00","45,791.99",7.86,643.12
"45,792.00","45,839.99",6.86,642.12
"45,840.00","45,887.99",5.86,641.12
"45,888.00","45,935.99",4.86,640.12
"45,936.00","45,983.99",3.86,639.12
"45,984.00","46,031.99",2.86,638.12
"46,032.00","46,079.99",1.86,637.12
"46,080.00","46,127.99",0.86,636.12
