Amount Effective from April to June 2022/Montant en vigueur en avril à juin 2022,,,
Combined Yearly Income of couple (excluding OAS Pension and GIS) From ($),Combined Yearly Income of couple (excluding OAS Pension and GIS) To ($),Total Monthly GIS with Maximum OAS Pension ($),Combined Monthly OAS Pension and GIS ($)
Revenu annuel du couple (sauf la pension de la SV et le SRG) De ($),Revenu annuel du couple (sauf la pension de la SV et le SRG) À ($),Total mensuel pour le SRG pour montant maximal de la pension de la SV ($),Total mensuel de la pension de la SV et du SRG ($)
"25,488.00","25,535.99",450.79,"1,099.46"
"25,536.00","25,583.99",449.79,"1,098.46"
"25,584.00","25,631.99",448.79,"1,097.46"
"25,632.00","25,679.99",447.79,"1,096.46"
"25,680.00","25,727.99",446.79,"1,095.46"
"25,728.00","25,775.99",445.79,"1,094.46"
"25,776.00","25,823.99",444.79,"1,093.46"
"25,824.00","25,871.99",443.79,"1,092.46"
"25,872.00","25,919.99",442.79,"1,091.46"
"25,920.00","25,967.99",441.79,"1,090.46"
"25,968.00","26,015.99",440.79,"1,089.46"
"26,016.00","26,063.99",439.79,"1,088.46"
"26,064.00","26,111.99",438.79,"1,087.46"
"26,112.00","26,159.99",437.79,"1,086.46"
"26,160.00","26,207.99",436.79,"1,085.46"
"26,208.00","26,255.99",435.79,"1,084.46"
"26,256.00","26,303.99",434.79,"1,083.46"
"26,304.00","26,351.99",433.79,"1,082.46"
"26,352.00","26,399.99",432.79,"1,081.46"
"26,400.00","26,447.99",431.79,"1,080.46"
"26,448.00","26,495.99",430.79,"1,079.46"
"26,496.00","26,543.99",429.79,"1,078.46"
"26,544.00","26,591.99",428.79,"1,077.46"
"26,592.00","26,639.99",427.79,"1,076.46"
"26,640.00","26,687.99",426.79,"1,075.46"
"26,688.00","26,735.99",425.79,"1,074.46"
"26,736.00","26,783.99",424.79,"1,073.46"
"26,784.00","26,831.99",423.79,"1,072.46"
"26,832.00","26,879.99",422.79,"1,071.46"
"26,880.00","26,927.99",421.79,"1,070.46"
"26,928.00","26,975.99",420.79,"1,069.46"
"26,976.00","27,023.99",419.79,"1,068.46"
"27,024.00","27,071.99",418.79,"1,067.46"
"27,072.00","27,119.99",417.79,"1,066.46"
"27,120.00","27,167.99",416.79,"1,065.46"
"27,168.00","27,215.99",415.79,"1,064.46"
"27,216.00","27,263.99",414.79,"1,063.46"
"27,264.00","27,311.99",413.79,"1,062.46"
"27,312.00","27,359.99",412.79,"1,061.46"
"27,360.00","27,407.99",411.79,"1,060.46"
"27,408.00","27,455.99",410.79,"1,059.46"
"27,456.00","27,503.99",409.79,"1,058.46"
"27,504.00","27,551.99",408.79,"1,057.46"
"27,552.00","27,599.99",407.79,"1,056.46"
"27,600.00","27,647.99",406.79,"1,055.46"
"27,648.00","27,695.99",405.79,"1,054.46"
"27,696.00","27,743.99",404.79,"1,053.46"
"27,744.00","27,791.99",403.79,"1,052.46"
"27,792.00","27,839.99",402.79,"1,051.46"
"27,840.00","27,887.99",401.79,"1,050.46"
"27,888.00","27,935.99",400.79,"1,049.46"
"27,936.00","27,983.99",399.79,"1,048.46"
"27,984.00","28,031.99",398.79,"1,047.46"
"28,032.00","28,079.99",397.79,"1,046.46"
"28,080.00","28,127.99",396.79,"1,045.46"
"28,128.00","28,175.99",395.79,"1,044.46"
"28,176.00","28,223.99",394.79,"1,043.46"
"28,224.00","28,271.99",393.79,"1,042.46"
"28,272.00","28,319.99",392.79,"1,041.46"
"28,320.00","28,367.99",391.79,"1,040.46"
"28,368.00","28,415.99",390.79,"1,039.46"
"28,416.00","28,463.99",389.79,"1,038.46"
"28,464.00","28,511.99",388.79,"1,037.46"
"28,512.00","28,559.99",387.79,"1,036.46"
"28,560.00","28,607.99",386.79,"1,035.46"
"28,608.00","28,655.99",385.79,"1,034.46"
"28,656.00","28,703.99",384.79,"1,033.46"
"28,704.00","28,751.99",383.79,"1,032.46"
"28,752.00","28,799.99",382.79,"1,031.46"
"28,800.00","28,847.99",381.79,"1,030.46"
"28,848.00","28,895.99",380.79,"1,029.46"
"28,896.00","28,943.99",379.79,"1,028.46"
"28,944.00","28,991.99",378.79,"1,027.46"
"28,992.00","29,039.99",377.79,"1,026.46"
"29,040.00","29,087.99",376.79,"1,025.46"
"29,088.00","29,135.99",375.79,"1,024.46"
"29,136.00","29,183.99",374.79,"1,023.46"
"29,184.00","29,231.99",373.79,"1,022.46"
"29,232.00","29,279.99",372.79,"1,021.46"
"29,280.00","29,327.99",371.79,"1,020.46"
"29,328.00","29,375.99",370.79,"1,019.46"
"29,376.00","29,423.99",369.79,"1,018.46"
"29,424.00","29,471.99",368.79,"1,017.46"
"29,472.00","29,519.99",367.79,"1,016.46"
"29,520.00","29,567.99",366.79,"1,015.46"
"29,568.00","29,615.99",365.79,"1,014.46"
"29,616.00","29,663.99",364.79,"1,013.46"
"29,664.00","29,711.99",363.79,"1,012.46"
"29,712.00","29,759.99",362.79,"1,011.46"
"29,760.00","29,807.99",361.79,"1,010.46"
"29,808.00","29,855.99",360.79,"1,009.46"
"29,856.00","29,903.99",359.79,"1,008.46"
"29,904.00","29,951.99",358.79,"1,007.46"
"29,952.00","29,999.99",357.79,"1,006.46"
"30,000.00","30,047.99",356.79,"1,005.46"
"30,048.00","30,095.99",355.79,"1,004.46"
"30,096.00","30,143.99",354.79,"1,003.46"
"30,144.00","30,191.99",353.79,"1,002.46"
"30,192.00","30,239.99",352.79,"1,001.46"
"30,240.00","30,287.99",351.79,"1,000.46"
"30,288.00","30,335.99",350.79,999.46
"30,336.00","30,383.99",349.79,998.46
"30,384.00","30,431.99",348.79,997.46
"30,432.00","30,479.99",347.79,996.46
"30,480.00","30,527.99",346.79,995.46
"30,528.00","30,575.99",345.79,994.46
"30,576.00","30,623.99",344.79,993.46
"30,624.00","30,671.99",343.79,992.46
"30,672.00","30,719.99",342.79,991.46
"30,720.00","30,767.99",341.79,990.46
"30,768.00","30,815.99",340.79,989.46
"30,816.00","30,863.99",339.79,988.46
"30,864.00","30,911.99",338.79,987.46
"30,912.00","30,959.99",337.79,986.46
"30,960.00","31,007.99",336.79,985.46
"31,008.00","31,055.99",335.79,984.46
"31,056.00","31,103.99",334.79,983.46
"31,104.00","31,151.99",333.79,982.46
"31,152.00","31,199.99",332.79,981.46
"31,200.00","31,247.99",331.79,980.46
"31,248.00","31,295.99",330.79,979.46
"31,296.00","31,343.99",329.79,978.46
"31,344.00","31,391.99",328.79,977.46
"31,392.00","31,439.99",327.79,976.46
"31,440.00","31,487.99",326.79,975.46
"31,488.00","31,535.99",325.79,974.46
"31,536.00","31,583.99",324.79,973.46
"31,584.00","31,631.99",323.79,972.46
"31,632.00","31,679.99",322.79,971.46
"31,680.00","31,727.99",321.79,970.46
"31,728.00","31,775.99",320.79,969.46
"31,776.00","31,823.99",319.79,968.46
"31,824.00","31,871.99",318.79,967.46
"31,872.00","31,919.99",317.79,966.46
"31,920.00","31,967.99",316.79,965.46
"31,968.00","32,015.99",315.79,964.46
"32,016.00","32,063.99",314.79,963.46
"32,064.00","32,111.99",313.79,962.46
"32,112.00","32,159.99",312.79,961.46
"32,160.00","32,207.99",311.79,960.46
"32,208.00","32,255.99",310.79,959.46
"32,256.00","32,303.99",309.79,958.46
"32,304.00","32,351.99",308.79,957.46
"32,352.00","32,399.99",307.79,956.46
"32,400.00","32,447.99",306.79,955.46
"32,448.00","32,495.99",305.79,954.46
"32,496.00","32,543.99",304.79,953.46
"32,544.00","32,591.99",303.79,952.46
"32,592.00","32,639.99",302.79,951.46
"32,640.00","32,687.99",301.79,950.46
"32,688.00","32,735.99",300.79,949.46
"32,736.00","32,783.99",299.79,948.46
"32,784.00","32,831.99",298.79,947.46
"32,832.00","32,879.99",297.79,946.46
"32,880.00","32,927.99",296.79,945.46
"32,928.00","32,975.99",295.79,944.46
"32,976.00","33,023.99",294.79,943.46
"33,024.00","33,071.99",293.79,942.46
"33,072.00","33,119.99",292.79,941.46
"33,120.00","33,167.99",291.79,940.46
"33,168.00","33,215.99",290.79,939.46
"33,216.00","33,263.99",289.79,938.46
"33,264.00","33,311.99",288.79,937.46
"33,312.00","33,359.99",287.79,936.46
"33,360.00","33,407.99",286.79,935.46
"33,408.00","33,455.99",285.79,934.46
"33,456.00","33,503.99",284.79,933.46
"33,504.00","33,551.99",283.79,932.46
"33,552.00","33,599.99",282.79,931.46
"33,600.00","33,647.99",281.79,930.46
"33,648.00","33,695.99",280.79,929.46
"33,696.00","33,743.99",279.79,928.46
"33,744.00","33,791.99",278.79,927.46
"33,792.00","33,839.99",277.79,926.46
"33,840.00","33,887.99",276.79,925.46
"33,888.00","33,935.99",275.79,924.46
"33,936.00","33,983.99",274.79,923.46
"33,984.00","34,031.99",273.79,922.46
"34,032.00","34,079.99",272.79,921.46
"34,080.00","34,127.99",271.79,920.46
"34,128.00","34,175.99",270.79,919.46
"34,176.00","34,223.99",269.79,918.46
"34,224.00","34,271.99",268.79,917.46
"34,272.00","34,319.99",267.79,916.46
"34,320.00","34,367.99",266.79,915.46
"34,368.00","34,415.99",265.79,914.46
"34,416.00","34,463.99",264.79,913.46
"34,464.00","34,511.99",263.79,912.46
"34,512.00","34,559.99",262.79,911.46
"34,560.00","34,607.99",261.79,910.46
"34,608.00","34,655.99",260.79,909.46
"34,656.00","34,703.99",259.79,908.46
"34,704.00","34,751.99",258.79,907.46
"34,752.00","34,799.99",257.79,906.46
"34,800.00","34,847.99",256.79,905.46
"34,848.00","34,895.99",255.79,904.46
"34,896.00","34,943.99",254.79,903.46
"34,944.00","34,991.99",253.79,902.46
"34,992.00","35,039.99",252.79,901.46
"35,040.00","35,087.99",251.79,900.46
"35,088.00","35,135.99",250.79,899.46
"35,136.00","35,183.99",249.79,898.46
"35,184.00","35,231.99",248.79,897.46
"35,232.00","35,279.99",247.79,896.46
"35,280.00","35,327.99",246.79,895.46
"35,328.00","35,375.99",245.79,894.46
"35,376.00","35,423.99",244.79,893.46
"35,424.00","35,471.99",243.79,892.46
"35,472.00","35,519.99",242.79,891.46
"35,520.00","35,567.99",241.79,890.46
"35,568.00","35,615.99",240.79,889.46
"35,616.00","35,663.99",239.79,888.46
"35,664.00","35,711.99",238.79,887.46
"35,712.00","35,759.99",237.79,886.46
"35,760.00","35,807.99",236.79,885.46
"35,808.00","35,855.99",235.79,884.46
"35,856.00","35,903.99",234.79,883.46
"35,904.00","35,951.99",233.79,882.46
"35,952.00","35,999.99",232.79,881.46
"36,000.00","36,047.99",231.79,880.46
"36,048.00","36,095.99",230.79,879.46
"36,096.00","36,143.99",229.79,878.46
"36,144.00","36,191.99",228.79,877.46
"36,192.00","36,239.99",227.79,876.46
"36,240.00","36,287.99",226.79,875.46
"36,288.00","36,335.99",225.79,874.46
"36,336.00","36,383.99",224.79,873.46
"36,384.00","36,431.99",223.79,872.46
"36,432.00","36,479.99",222.79,871.46
"36,480.00","36,527.99",221.79,870.46
"36,528.00","36,575.99",220.79,869.46
"36,576.00","36,623.99",219.79,868.46
"36,624.00","36,671.99",218.79,867.46
"36,672.00","36,719.99",217.79,866.46
"36,720.00","36,767.99",216.79,865.46
"36,768.00","36,815.99",215.79,864.46
"36,816.00","36,863.99",214.79,863.46
"36,864.00","36,911.99",213.79,862.46
"36,912.00","36,959.99",212.79,861.46
"36,960.00","37,007.99",211.79,860.46
"37,008.00","37,055.99",210.79,859.46
"37,056.00","37,103.99",209.79,858.46
"37,104.00","37,151.99",208.79,857.46
"37,152.00","37,199.99",207.79,856.46
"37,200.00","37,247.99",206.79,855.46
"37,248.00","37,295.99",205.79,854.46
"37,296.00","37,343.99",204.79,853.46
"37,344.00","37,391.99",203.79,852.46
"37,392.00","37,439.99",202.79,851.46
"37,440.00","37,487.99",201.79,850.46
"37,488.00","37,535.99",200.79,849.46
"37,536.00","37,583.99",199.79,848.46
"37,584.00","37,631.99",198.79,847.46
"37,632.00","37,679.99",197.79,846.46
"37,680.00","37,727.99",196.79,845.46
"37,728.00","37,775.99",195.79,844.46
"37,776.00","37,823.99",194.79,843.46
"37,824.00","37,871.99",193.79,842.46
"37,872.00","37,919.99",192.79,841.46
"37,920.00","37,967.99",191.79,840.46
"37,968.00","38,015.99",190.79,839.46
"38,016.00","38,063.99",189.79,838.46
"38,064.00","38,111.99",188.79,837.46
"38,112.00","38,159.99",187.79,836.46
"38,160.00","38,207.99",186.79,835.46
"38,208.00","38,255.99",185.79,834.46
"38,256.00","38,303.99",184.79,833.46
"38,304.00","38,351.99",183.79,832.46
"38,352.00","38,399.99",182.79,831.46
"38,400.00","38,447.99",181.79,830.46
"38,448.00","38,495.99",180.79,829.46
"38,496.00","38,543.99",179.79,828.46
"38,544.00","38,591.99",178.79,827.46
"38,592.00","38,639.99",177.79,826.46
"38,640.00","38,687.99",176.79,825.46
"38,688.00","38,735.99",175.79,824.46
"38,736.00","38,783.99",174.79,823.46
"38,784.00","38,831.99",173.79,822.46
"38,832.00","38,879.99",172.79,821.46
"38,880.00","38,927.99",171.79,820.46
"38,928.00","38,975.99",170.79,819.46
"38,976.00","39,023.99",169.79,818.46
"39,024.00","39,071.99",168.79,817.46
"39,072.00","39,119.99",167.79,816.46
"39,120.00","39,167.99",166.79,815.46
"39,168.00","39,215.99",165.79,814.46
"39,216.00","39,263.99",164.79,813.46
"39,264.00","39,311.99",163.79,812.46
"39,312.00","39,359.99",162.79,811.46
"39,360.00","39,407.99",161.79,810.46
"39,408.00","39,455.99",160.79,809.46
"39,456.00","39,503.99",159.79,808.46
"39,504.00","39,551.99",158.79,807.46
"39,552.00","39,599.99",157.79,806.46
"39,600.00","39,647.99",156.79,805.46
"39,648.00","39,695.99",155.79,804.46
"39,696.00","39,743.99",154.79,803.46
"39,744.00","39,791.99",153.79,802.46
"39,792.00","39,839.99",152.79,801.46
"39,840.00","39,887.99",151.79,800.46
"39,888.00","39,935.99",150.79,799.46
"39,936.00","39,983.99",149.79,798.46
"39,984.00","40,031.99",148.79,797.46
"40,032.00","40,079.99",147.79,796.46
"40,080.00","40,127.99",146.79,795.46
"40,128.00","40,175.99",145.79,794.46
"40,176.00","40,223.99",144.79,793.46
"40,224.00","40,271.99",143.79,792.46
"40,272.00","40,319.99",142.79,791.46
"40,320.00","40,367.99",141.79,790.46
"40,368.00","40,415.99",140.79,789.46
"40,416.00","40,463.99",139.79,788.46
"40,464.00","40,511.99",138.79,787.46
"40,512.00","40,559.99",137.79,786.46
"40,560.00","40,607.99",136.79,785.46
"40,608.00","40,655.99",135.79,784.46
"40,656.00","40,703.99",134.79,783.46
"40,704.00","40,751.99",133.79,782.46
"40,752.00","40,799.99",132.79,781.46
"40,800.00","40,847.99",131.79,780.46
"40,848.00","40,895.99",130.79,779.46
"40,896.00","40,943.99",129.79,778.46
"40,944.00","40,991.99",128.79,777.46
"40,992.00","41,039.99",127.79,776.46
"41,040.00","41,087.99",126.79,775.46
"41,088.00","41,135.99",125.79,774.46
"41,136.00","41,183.99",124.79,773.46
"41,184.00","41,231.99",123.79,772.46
"41,232.00","41,279.99",122.79,771.46
"41,280.00","41,327.99",121.79,770.46
"41,328.00","41,375.99",120.79,769.46
"41,376.00","41,423.99",119.79,768.46
"41,424.00","41,471.99",118.79,767.46
"41,472.00","41,519.99",117.79,766.46
"41,520.00","41,567.99",116.79,765.46
"41,568.00","41,615.99",115.79,764.46
"41,616.00","41,663.99",114.79,763.46
"41,664.00","41,711.99",113.79,762.46
"41,712.00","41,759.99",112.79,761.46
"41,760.00","41,807.99",111.79,760.46
"41,808.00","41,855.99",110.79,759.46
"41,856.00","41,903.99",109.79,758.46
"41,904.00","41,951.99",108.79,757.46
"41,952.00","41,999.99",107.79,756.46
"42,000.00","42,047.99",106.79,755.46
"42,048.00","42,095.99",105.79,754.46
"42,096.00","42,143.99",104.79,753.46
"42,144.00","42,191.99",103.79,752.46
"42,192.00","42,239.99",102.79,751.46
"42,240.00","42,287.99",101.79,750.46
"42,288.00","42,335.99",100.79,749.46
"42,336.00","42,383.99",99.79,748.46
"42,384.00","42,431.99",98.79,747.46
"42,432.00","42,479.99",97.79,746.46
"42,480.00","42,527.99",96.79,745.46
"42,528.00","42,575.99",95.79,744.46
"42,576.00","42,623.99",94.79,743.46
"42,624.00","42,671.99",93.79,742.46
"42,672.00","42,719.99",92.79,741.46
"42,720.00","42,767.99",91.79,740.46
"42,768.00","42,815.99",90.79,739.46
"42,816.00","42,863.99",89.79,738.46
"42,864.00","42,911.99",88.79,737.46
"42,912.00","42,959.99",87.79,736.46
"42,960.00","43,007.99",86.79,735.46
"43,008.00","43,055.99",85.79,734.46
"43,056.00","43,103.99",84.79,733.46
"43,104.00","43,151.99",83.79,732.46
"43,152.00","43,199.99",82.79,731.46
"43,200.00","43,247.99",81.79,730.46
"43,248.00","43,295.99",80.79,729.46
"43,296.00","43,343.99",79.79,728.46
"43,344.00","43,391.99",78.79,727.46
"43,392.00","43,439.99",77.79,726.46
"43,440.00","43,487.99",76.79,725.46
"43,488.00","43,535.99",75.79,724.46
"43,536.00","43,583.99",74.79,723.46
"43,584.00","43,631.99",73.79,722.46
"43,632.00","43,679.99",72.79,721.46
"43,680.00","43,727.99",71.79,720.46
"43,728.00","43,775.99",70.79,719.46
"43,776.00","43,823.99",69.79,718.46
"43,824.00","43,871.99",68.79,717.46
"43,872.00","43,919.99",67.79,716.46
"43,920.00","43,967.99",66.79,715.46
"43,968.00","44,015.99",65.79,714.46
"44,016.00","44,063.99",64.79,713.46
"44,064.00","44,111.99",63.79,712.46
"44,112.00","44,159.99",62.79,711.46
"44,160.00","44,207.99",61.79,710.46
"44,208.00","44,255.99",60.79,709.46
"44,256.00","44,303.99",59.79,708.46
"44,304.00","44,351.99",58.79,707.46
"44,352.00","44,399.99",57.79,706.46
"44,400.00","44,447.99",56.79,705.46
"44,448.00","44,495.99",55.79,704.46
"44,496.00","44,543.99",54.79,703.46
"44,544.00","44,591.99",53.79,702.46
"44,592.00","44,639.99",52.79,701.46
"44,640.00","44,687.99",51.79,700.46
"44,688.00","44,735.99",50.79,699.46
"44,736.00","44,783.99",49.79,698.46
"44,784.00","44,831.99",48.79,697.46
"44,832.00","44,879.99",47.79,696.46
"44,880.00","44,927.99",46.79,695.46
"44,928.00","44,975.99",45.79,694.46
"44,976.00","45,023.99",44.79,693.46
"45,024.00","45,071.99",43.79,692.46
"45,072.00","45,119.99",42.79,691.46
"45,120.00","45,167.99",41.79,690.46
"45,168.00","45,215.99",40.79,689.46
"45,216.00","45,263.99",39.79,688.46
"45,264.00","45,311.99",38.79,687.46
"45,312.00","45,359.99",37.79,686.46
"45,360.00","45,407.99",36.79,685.46
"45,408.00","45,455.99",35.79,684.46
"45,456.00","45,503.99",34.79,683.46
"45,504.00","45,551.99",33.79,682.46
"45,552.00","45,599.99",32.79,681.46
"45,600.00","45,647.99",31.79,680.46
"45,648.00","45,695.99",30.79,679.46
"45,696.00","45,743.99",29.79,678.46
"45,744.00","45,791.99",28.79,677.46
"45,792.00","45,839.99",27.79,676.46
"45,840.00","45,887.99",26.79,675.46
"45,888.00","45,935.99",25.79,674.46
"45,936.00","45,983.99",24.79,673.46
"45,984.00","46,031.99",23.79,672.46
"46,032.00","46,079.99",22.79,671.46
"46,080.00","46,127.99",21.79,670.46
"46,128.00","46,175.99",20.79,669.46
"46,176.00","46,223.99",19.79,668.46
"46,224.00","46,271.99",18.79,667.46
"46,272.00","46,319.99",17.79,666.46
"46,320.00","46,367.99",16.79,665.46
"46,368.00","46,415.99",15.79,664.46
"46,416.00","46,463.99",14.79,663.46
"46,464.00","46,511.99",13.79,662.46
"46,512.00","46,559.99",12.79,661.46
"46,560.00","46,607.99",11.79,660.46
"46,608.00","46,655.99",10.79,659.46
"46,656.00","46,703.99",9.79,658.46
"46,704.00","46,751.99",8.79,657.46
"46,752.00","46,799.99",7.79,656.46
"46,800.00","46,847.99",6.79,655.46
"46,848.00","46,895.99",5.79,654.46
"46,896.00","46,943.99",4.79,653.46
"46,944.00","46,991.99",3.79,652.46
"46,992.00","47,039.99",2.79,651.46
"47,040.00","47,087.99",1.79,650.46
"47,088.00","47,135.99",0.79,649.46
