Amount Effective from April to June 2019/Montant en vigueur en avril à juin  2019,,,
Yearly Income (excluding OAS Pension and GIS) From,Yearly Income (excluding OAS Pension and GIS) To,Monthly GIS with Maximum OAS Pension ($),Combined Monthly OAS Pension and GIS ($)
Revenu annuel (sauf la pension de la SV et le SRG) De,Revenu annuel (sauf la pension de la SV et le SRG) À,SRG mensuel pour montant maximal de la pension de la SV ($),Total mensuel de la pension de la SV et du SRG ($)
"9,696.00","9,719.99",355.18,956.63
"9,720.00","9,743.99",354.18,955.63
"9,744.00","9,767.99",353.18,954.63
"9,768.00","9,791.99",352.18,953.63
"9,792.00","9,815.99",351.18,952.63
"9,816.00","9,839.99",350.18,951.63
"9,840.00","9,863.99",349.18,950.63
"9,864.00","9,887.99",348.18,949.63
"9,888.00","9,911.99",347.18,948.63
"9,912.00","9,935.99",346.18,947.63
"9,936.00","9,959.99",345.18,946.63
"9,960.00","9,983.99",344.18,945.63
"9,984.00","10,007.99",343.18,944.63
"10,008.00","10,031.99",342.18,943.63
"10,032.00","10,055.99",341.18,942.63
"10,056.00","10,079.99",340.18,941.63
"10,080.00","10,103.99",339.18,940.63
"10,104.00","10,127.99",338.18,939.63
"10,128.00","10,151.99",337.18,938.63
"10,152.00","10,175.99",336.18,937.63
"10,176.00","10,199.99",335.18,936.63
"10,200.00","10,223.99",334.18,935.63
"10,224.00","10,247.99",333.18,934.63
"10,248.00","10,271.99",332.18,933.63
"10,272.00","10,295.99",331.18,932.63
"10,296.00","10,319.99",330.18,931.63
"10,320.00","10,343.99",329.18,930.63
"10,344.00","10,367.99",328.18,929.63
"10,368.00","10,391.99",327.18,928.63
"10,392.00","10,415.99",326.18,927.63
"10,416.00","10,439.99",325.18,926.63
"10,440.00","10,463.99",324.18,925.63
"10,464.00","10,487.99",323.18,924.63
"10,488.00","10,511.99",322.18,923.63
"10,512.00","10,535.99",321.18,922.63
"10,536.00","10,559.99",320.18,921.63
"10,560.00","10,583.99",319.18,920.63
"10,584.00","10,607.99",318.18,919.63
"10,608.00","10,631.99",317.18,918.63
"10,632.00","10,655.99",316.18,917.63
"10,656.00","10,679.99",315.18,916.63
"10,680.00","10,703.99",314.18,915.63
"10,704.00","10,727.99",313.18,914.63
"10,728.00","10,751.99",312.18,913.63
"10,752.00","10,775.99",311.18,912.63
"10,776.00","10,799.99",310.18,911.63
"10,800.00","10,823.99",309.18,910.63
"10,824.00","10,847.99",308.18,909.63
"10,848.00","10,871.99",307.18,908.63
"10,872.00","10,895.99",306.18,907.63
"10,896.00","10,919.99",305.18,906.63
"10,920.00","10,943.99",304.18,905.63
"10,944.00","10,967.99",303.18,904.63
"10,968.00","10,991.99",302.18,903.63
"10,992.00","11,015.99",301.18,902.63
"11,016.00","11,039.99",300.18,901.63
"11,040.00","11,063.99",299.18,900.63
"11,064.00","11,087.99",298.18,899.63
"11,088.00","11,111.99",297.18,898.63
"11,112.00","11,135.99",296.18,897.63
"11,136.00","11,159.99",295.18,896.63
"11,160.00","11,183.99",294.18,895.63
"11,184.00","11,207.99",293.18,894.63
"11,208.00","11,231.99",292.18,893.63
"11,232.00","11,255.99",291.18,892.63
"11,256.00","11,279.99",290.18,891.63
"11,280.00","11,303.99",289.18,890.63
"11,304.00","11,327.99",288.18,889.63
"11,328.00","11,351.99",287.18,888.63
"11,352.00","11,375.99",286.18,887.63
"11,376.00","11,399.99",285.18,886.63
"11,400.00","11,423.99",284.18,885.63
"11,424.00","11,447.99",283.18,884.63
"11,448.00","11,471.99",282.18,883.63
"11,472.00","11,495.99",281.18,882.63
"11,496.00","11,519.99",280.18,881.63
"11,520.00","11,543.99",279.18,880.63
"11,544.00","11,567.99",278.18,879.63
"11,568.00","11,591.99",277.18,878.63
"11,592.00","11,615.99",276.18,877.63
"11,616.00","11,639.99",275.18,876.63
"11,640.00","11,663.99",274.18,875.63
"11,664.00","11,687.99",273.18,874.63
"11,688.00","11,711.99",272.18,873.63
"11,712.00","11,735.99",271.18,872.63
"11,736.00","11,759.99",270.18,871.63
"11,760.00","11,783.99",269.18,870.63
"11,784.00","11,807.99",268.18,869.63
"11,808.00","11,831.99",267.18,868.63
"11,832.00","11,855.99",266.18,867.63
"11,856.00","11,879.99",265.18,866.63
"11,880.00","11,903.99",264.18,865.63
"11,904.00","11,927.99",263.18,864.63
"11,928.00","11,951.99",262.18,863.63
"11,952.00","11,975.99",261.18,862.63
"11,976.00","11,999.99",260.18,861.63
"12,000.00","12,023.99",259.18,860.63
"12,024.00","12,047.99",258.18,859.63
"12,048.00","12,071.99",257.18,858.63
"12,072.00","12,095.99",256.18,857.63
"12,096.00","12,119.99",255.18,856.63
"12,120.00","12,143.99",254.18,855.63
"12,144.00","12,167.99",253.18,854.63
"12,168.00","12,191.99",252.18,853.63
"12,192.00","12,215.99",251.18,852.63
"12,216.00","12,239.99",250.18,851.63
"12,240.00","12,263.99",249.18,850.63
"12,264.00","12,287.99",248.18,849.63
"12,288.00","12,311.99",247.18,848.63
"12,312.00","12,335.99",246.18,847.63
"12,336.00","12,359.99",245.18,846.63
"12,360.00","12,383.99",244.18,845.63
"12,384.00","12,407.99",243.18,844.63
"12,408.00","12,431.99",242.18,843.63
"12,432.00","12,455.99",241.18,842.63
"12,456.00","12,479.99",240.18,841.63
"12,480.00","12,503.99",239.18,840.63
"12,504.00","12,527.99",238.18,839.63
"12,528.00","12,551.99",237.18,838.63
"12,552.00","12,575.99",236.18,837.63
"12,576.00","12,599.99",235.18,836.63
"12,600.00","12,623.99",234.18,835.63
"12,624.00","12,647.99",233.18,834.63
"12,648.00","12,671.99",232.18,833.63
"12,672.00","12,695.99",231.18,832.63
"12,696.00","12,719.99",230.18,831.63
"12,720.00","12,743.99",229.18,830.63
"12,744.00","12,767.99",228.18,829.63
"12,768.00","12,791.99",227.18,828.63
"12,792.00","12,815.99",226.18,827.63
"12,816.00","12,839.99",225.18,826.63
"12,840.00","12,863.99",224.18,825.63
"12,864.00","12,887.99",223.18,824.63
"12,888.00","12,911.99",222.18,823.63
"12,912.00","12,935.99",221.18,822.63
"12,936.00","12,959.99",220.18,821.63
"12,960.00","12,983.99",219.18,820.63
"12,984.00","13,007.99",218.18,819.63
"13,008.00","13,031.99",217.18,818.63
"13,032.00","13,055.99",216.18,817.63
"13,056.00","13,079.99",215.18,816.63
"13,080.00","13,103.99",214.18,815.63
"13,104.00","13,127.99",213.18,814.63
"13,128.00","13,151.99",212.18,813.63
"13,152.00","13,175.99",211.18,812.63
"13,176.00","13,199.99",210.18,811.63
"13,200.00","13,223.99",209.18,810.63
"13,224.00","13,247.99",208.18,809.63
"13,248.00","13,271.99",207.18,808.63
"13,272.00","13,295.99",206.18,807.63
"13,296.00","13,319.99",205.18,806.63
"13,320.00","13,343.99",204.18,805.63
"13,344.00","13,367.99",203.18,804.63
"13,368.00","13,391.99",202.18,803.63
"13,392.00","13,415.99",201.18,802.63
"13,416.00","13,439.99",200.18,801.63
"13,440.00","13,463.99",199.18,800.63
"13,464.00","13,487.99",198.18,799.63
"13,488.00","13,511.99",197.18,798.63
"13,512.00","13,535.99",196.18,797.63
"13,536.00","13,559.99",195.18,796.63
"13,560.00","13,583.99",194.18,795.63
"13,584.00","13,607.99",193.18,794.63
"13,608.00","13,631.99",192.18,793.63
"13,632.00","13,655.99",191.18,792.63
"13,656.00","13,679.99",190.18,791.63
"13,680.00","13,703.99",189.18,790.63
"13,704.00","13,727.99",188.18,789.63
"13,728.00","13,751.99",187.18,788.63
"13,752.00","13,775.99",186.18,787.63
"13,776.00","13,799.99",185.18,786.63
"13,800.00","13,823.99",184.18,785.63
"13,824.00","13,847.99",183.18,784.63
"13,848.00","13,871.99",182.18,783.63
"13,872.00","13,895.99",181.18,782.63
"13,896.00","13,919.99",180.18,781.63
"13,920.00","13,943.99",179.18,780.63
"13,944.00","13,967.99",178.18,779.63
"13,968.00","13,991.99",177.18,778.63
"13,992.00","14,015.99",176.18,777.63
"14,016.00","14,039.99",175.18,776.63
"14,040.00","14,063.99",174.18,775.63
"14,064.00","14,087.99",173.18,774.63
"14,088.00","14,111.99",172.18,773.63
"14,112.00","14,135.99",171.18,772.63
"14,136.00","14,159.99",170.18,771.63
"14,160.00","14,183.99",169.18,770.63
"14,184.00","14,207.99",168.18,769.63
"14,208.00","14,231.99",167.18,768.63
"14,232.00","14,255.99",166.18,767.63
"14,256.00","14,279.99",165.18,766.63
"14,280.00","14,303.99",164.18,765.63
"14,304.00","14,327.99",163.18,764.63
"14,328.00","14,351.99",162.18,763.63
"14,352.00","14,375.99",161.18,762.63
"14,376.00","14,399.99",160.18,761.63
"14,400.00","14,423.99",159.18,760.63
"14,424.00","14,447.99",158.18,759.63
"14,448.00","14,471.99",157.18,758.63
"14,472.00","14,495.99",156.18,757.63
"14,496.00","14,519.99",155.18,756.63
"14,520.00","14,543.99",154.18,755.63
"14,544.00","14,567.99",153.18,754.63
"14,568.00","14,591.99",152.18,753.63
"14,592.00","14,615.99",151.18,752.63
"14,616.00","14,639.99",150.18,751.63
"14,640.00","14,663.99",149.18,750.63
"14,664.00","14,687.99",148.18,749.63
"14,688.00","14,711.99",147.18,748.63
"14,712.00","14,735.99",146.18,747.63
"14,736.00","14,759.99",145.18,746.63
"14,760.00","14,783.99",144.18,745.63
"14,784.00","14,807.99",143.18,744.63
"14,808.00","14,831.99",142.18,743.63
"14,832.00","14,855.99",141.18,742.63
"14,856.00","14,879.99",140.18,741.63
"14,880.00","14,903.99",139.18,740.63
"14,904.00","14,927.99",138.18,739.63
"14,928.00","14,951.99",137.18,738.63
"14,952.00","14,975.99",136.18,737.63
"14,976.00","14,999.99",135.18,736.63
"15,000.00","15,023.99",134.18,735.63
"15,024.00","15,047.99",133.18,734.63
"15,048.00","15,071.99",132.18,733.63
"15,072.00","15,095.99",131.18,732.63
"15,096.00","15,119.99",130.18,731.63
"15,120.00","15,143.99",129.18,730.63
"15,144.00","15,167.99",128.18,729.63
"15,168.00","15,191.99",127.18,728.63
"15,192.00","15,215.99",126.18,727.63
"15,216.00","15,239.99",125.18,726.63
"15,240.00","15,263.99",124.18,725.63
"15,264.00","15,287.99",123.18,724.63
"15,288.00","15,311.99",122.18,723.63
"15,312.00","15,335.99",121.18,722.63
"15,336.00","15,359.99",120.18,721.63
"15,360.00","15,383.99",119.18,720.63
"15,384.00","15,407.99",118.18,719.63
"15,408.00","15,431.99",117.18,718.63
"15,432.00","15,455.99",116.18,717.63
"15,456.00","15,479.99",115.18,716.63
"15,480.00","15,503.99",114.18,715.63
"15,504.00","15,527.99",113.18,714.63
"15,528.00","15,551.99",112.18,713.63
"15,552.00","15,575.99",111.18,712.63
"15,576.00","15,599.99",110.18,711.63
"15,600.00","15,623.99",109.18,710.63
"15,624.00","15,647.99",108.18,709.63
"15,648.00","15,671.99",107.18,708.63
"15,672.00","15,695.99",106.18,707.63
"15,696.00","15,719.99",105.18,706.63
"15,720.00","15,743.99",104.18,705.63
"15,744.00","15,767.99",103.18,704.63
"15,768.00","15,791.99",102.18,703.63
"15,792.00","15,815.99",101.18,702.63
"15,816.00","15,839.99",100.18,701.63
"15,840.00","15,863.99",99.18,700.63
"15,864.00","15,887.99",98.18,699.63
"15,888.00","15,911.99",97.18,698.63
"15,912.00","15,935.99",96.18,697.63
"15,936.00","15,959.99",95.18,696.63
"15,960.00","15,983.99",94.18,695.63
"15,984.00","16,007.99",93.18,694.63
"16,008.00","16,031.99",92.18,693.63
"16,032.00","16,055.99",91.18,692.63
"16,056.00","16,079.99",90.18,691.63
"16,080.00","16,103.99",89.18,690.63
"16,104.00","16,127.99",88.18,689.63
"16,128.00","16,151.99",87.18,688.63
"16,152.00","16,175.99",86.18,687.63
"16,176.00","16,199.99",85.18,686.63
"16,200.00","16,223.99",84.18,685.63
"16,224.00","16,247.99",83.18,684.63
"16,248.00","16,271.99",82.18,683.63
"16,272.00","16,295.99",81.18,682.63
"16,296.00","16,319.99",80.18,681.63
"16,320.00","16,343.99",79.18,680.63
"16,344.00","16,367.99",78.18,679.63
"16,368.00","16,391.99",77.18,678.63
"16,392.00","16,415.99",76.18,677.63
"16,416.00","16,439.99",75.18,676.63
"16,440.00","16,463.99",74.18,675.63
"16,464.00","16,487.99",73.18,674.63
"16,488.00","16,511.99",72.18,673.63
"16,512.00","16,535.99",71.18,672.63
"16,536.00","16,559.99",70.18,671.63
"16,560.00","16,583.99",69.18,670.63
"16,584.00","16,607.99",68.18,669.63
"16,608.00","16,631.99",67.18,668.63
"16,632.00","16,655.99",66.18,667.63
"16,656.00","16,679.99",65.18,666.63
"16,680.00","16,703.99",64.18,665.63
"16,704.00","16,727.99",63.18,664.63
"16,728.00","16,751.99",62.18,663.63
"16,752.00","16,775.99",61.18,662.63
"16,776.00","16,799.99",60.18,661.63
"16,800.00","16,823.99",59.18,660.63
"16,824.00","16,847.99",58.18,659.63
"16,848.00","16,871.99",57.18,658.63
"16,872.00","16,895.99",56.18,657.63
"16,896.00","16,919.99",55.18,656.63
"16,920.00","16,943.99",54.18,655.63
"16,944.00","16,967.99",53.18,654.63
"16,968.00","16,991.99",52.18,653.63
"16,992.00","17,015.99",51.18,652.63
"17,016.00","17,039.99",50.18,651.63
"17,040.00","17,063.99",49.18,650.63
"17,064.00","17,087.99",48.18,649.63
"17,088.00","17,111.99",47.18,648.63
"17,112.00","17,135.99",46.18,647.63
"17,136.00","17,159.99",45.18,646.63
"17,160.00","17,183.99",44.18,645.63
"17,184.00","17,207.99",43.18,644.63
"17,208.00","17,231.99",42.18,643.63
"17,232.00","17,255.99",41.18,642.63
"17,256.00","17,279.99",40.18,641.63
"17,280.00","17,303.99",39.18,640.63
"17,304.00","17,327.99",38.18,639.63
"17,328.00","17,351.99",37.18,638.63
"17,352.00","17,375.99",36.18,637.63
"17,376.00","17,399.99",35.18,636.63
"17,400.00","17,423.99",34.18,635.63
"17,424.00","17,447.99",33.18,634.63
"17,448.00","17,471.99",32.18,633.63
"17,472.00","17,495.99",31.18,632.63
"17,496.00","17,519.99",30.18,631.63
"17,520.00","17,543.99",29.18,630.63
"17,544.00","17,567.99",28.18,629.63
"17,568.00","17,591.99",27.18,628.63
"17,592.00","17,615.99",26.18,627.63
"17,616.00","17,639.99",25.18,626.63
"17,640.00","17,663.99",24.18,625.63
"17,664.00","17,687.99",23.18,624.63
"17,688.00","17,711.99",22.18,623.63
"17,712.00","17,735.99",21.18,622.63
"17,736.00","17,759.99",20.18,621.63
"17,760.00","17,783.99",19.18,620.63
"17,784.00","17,807.99",18.18,619.63
"17,808.00","17,831.99",17.18,618.63
"17,832.00","17,855.99",16.18,617.63
"17,856.00","17,879.99",15.18,616.63
"17,880.00","17,903.99",14.18,615.63
"17,904.00","17,927.99",13.18,614.63
"17,928.00","17,951.99",12.18,613.63
"17,952.00","17,975.99",11.18,612.63
"17,976.00","17,999.99",10.18,611.63
"18,000.00","18,023.99",9.18,610.63
"18,024.00","18,047.99",8.18,609.63
"18,048.00","18,071.99",7.18,608.63
"18,072.00","18,095.99",6.18,607.63
"18,096.00","18,119.99",5.18,606.63
"18,120.00","18,143.99",4.18,605.63
"18,144.00","18,167.99",3.18,604.63
"18,168.00","18,191.99",2.18,603.63
"18,192.00","18,215.99",1.18,602.63
"18,216.00","18,239.99",0.18,601.63
